,company,description,location,salary,title,hourly_salary,monthly_salary,annual_salary
201,    KPMG,"
Five years of professional experience working as a Data Scientist. We are currently seeking a Data Scientist, to join our Data Analytics team in our Atlanta...","Atlanta, GA 30338",,Data Scientist,,,
202,    Home Depot,"
Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...","Atlanta, GA 30301 (Buckhead area)",,"Data Scientist , Supply Chain",,,
203,    Morehouse School Of Medicine,"
Research Scholar position is open for energetic, motivated scientist interested in cardiovascular research. Conducing experiments, data collection and analysis,...","Atlanta, GA",,RP#0629 Research Scholar,,,
204,    Capgemini,"
Our Data Scientists come from all sorts of backgrounds, but all share the same characteristics; Good knowledge of various database systems from which data...","Atlanta, GA",,Data Science Consultant,,,
205,    AT&T,"
Are you a Big Data Software Engineer with fast prototyping skills and the ability to create data platforms that enable the work of data scientists and analysts...","Atlanta, GA",,Software Engineer Big Data (Texas & Georgia),,,
206,    Northrop Grumman,"
Perform data management and analysis (qualitative and quantitative) from multiple data sources including but not limited to surveys, focus groups/interviews,...","Atlanta, GA",,Health Research Analyst 3,,,
207,    AT&T,AT&T BIG DATA - PROFESSIONAL DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Alpharetta, GA",,Professional Data Scientist BIG DATA,,,
208,    AT&T,AT&T BIG DATA - SENIOR DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Atlanta, GA",,Senior Data Scientist BIG DATA,,,
209,    Equifax,This Data Scientist will work closely with many different customers in developing models and other analytical solutions to solve a variety of business problems....,"Alpharetta, GA",,Data Scientist,,,
210,    AT&T,AT&T BIG DATA - SENIOR DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Atlanta, GA",,Senior Data Scientist BIG DATA,,,
211,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Atlanta, GA",,Data Scientist – Predictive Analytics,,,
212,    Home Depot,"Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...","Atlanta, GA",,DATA SCIENTIST,,,
213,    Cox Communications,"
Work with data scientist in the business as a SME in effectively utilizing data, creating models and results....","Atlanta, GA",,"Analytics Architect, Lead",,,
214,    AT&T,"
As a data engineer you’ll use your sense of urgency and fast prototyping skills to create data platforms that enable the work of data scientists and analysts...","Atlanta, GA",,Professional Big Data Software Eng BIG DATA,,,
215,    General Assembly,"
Data visualization techniques; Data Science Instructor Overview. Manipulation of large data sets; You are eager to shape the skills, minds, and trajectories of...","Atlanta, GA",,Part Time Data Science Instructor,,,
216,    firstPRO,"
Data scientist, SQL, data anlysis, R:. Fast growing, exciting company has an immediate need for a SQL Data Scientist on a direct hire basis....","Atlanta, GA",100000.0,Data Scientist / SQL,,,100000.0
217,    Leidos,"
Experience working with large data sets is a plus. Performing data management under the direction of the CDC staff,....","Atlanta, GA",,Statistician,,,
218,    Deloitte,"
Statistics, moderate to advanced data analysis skills. Create specific data cuts based on specified criteria. Create custom peer groups and statistical analysis...","Atlanta, GA",,Quantitative Analyst - Global Benchmarking,,,
219,    AT&T,"
Mentor to Big Data interns and to data scientist. Perform data studies and data discovery around new data sources or new uses for existing data sources....","Roswell, GA",,Principal Data Scientist BIG DATA,,,
220,    Cox Automotive,"
The Data Scientist will be involved in all phases of (Big Data) analytics projects including question, formulation, design, research and development, proofs-of...","Atlanta, GA",,Associate Data Scientist,,,
221,    SciMetrika,"
Expertise in data management and statistical analysis. Develop procedures for data cleaning using SAS software....","Atlanta, GA 30329",,Statistician (Various levels of Experience - Multiple Positions),,,
222,    Newell Rubbermaid,"
Partnership - Participate in opportunities to help shape strategic goals for eCommerce and maintain close working relationship with our business partners and...","Atlanta, GA",,Senior eCommerce Data Engineer,,,
223,    AT&T,AT&T BIG DATA - PROFESSIONAL DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Alpharetta, GA",,Professional Data Scientist BIG DATA,,,
224,    Equifax,This Data Scientist will work closely with many different customers in developing models and other analytical solutions to solve a variety of business problems....,"Alpharetta, GA",,Data Scientist,,,
225,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Atlanta, GA",,Data Scientist – Predictive Analytics,,,
226,    Home Depot,"Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...","Atlanta, GA",,DATA SCIENTIST,,,
227,    OPTOMI LLC,"
Data analytics capability (Fetching data from writing SQL to managing database to pulling data and running analysis)....","Alpharetta, GA",,"Data Scientist/ Data Analyst (Atlanta, GA)",,,
228,    Meridian Group,"
Meridian Group Partners, a boutique recruiting firm, is seeking an addition to their current team. The role of the Talent Research Analyst is to work with our","Atlanta, GA",,Talent Research Analyst,,,
229,    HUNTER Technical Resources,"
External data, internal data, machine data, etc), data formats and data structures. Conducts explanatory data analysis and prepares data sources to be analyzed....","Atlanta, GA 30328",,Data Scientist,,,
230,    AT&T,"
AT&T BIG DATA - PROFESSIONAL DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....","Alpharetta, GA",,Professional Data Scientist BIG DATA,,,
231,    Lifetime Fitness,"
Experience tracking statistical data for basketball games. Life Time is currently seeking a qualified Ultimate Hoops Statistician....","Atlanta, GA",,Ultimate Hoops Statistician,,,
232,    KPMG,"
Work with data scientists to identify data needs, sources, and structure to support client issues. Deliver client analytics projects as part of broader team of...","Atlanta, GA 30338",,Data Analytics Business Consultant,,,
233,    Turner,"
Data Scientist will lead a team of analysts that will develop new practices and approaches, collaborating with key stakeholders in the Audience Development team...","Atlanta, GA 30319",,Sr. Data Scientist,,,
234,    Kabbage,"
Collaborate with software architects, database engineers, optimization analysts, data scientists and product management teams to drive key strategic initiatives...","Atlanta, GA",,Chief Analytics Officer,,,
235,    Daytal,"
Extract, aggregate and synthesize data from diverse structured and unstructured data sources. Identify and develop new data driven product features and enhance...","Atlanta, GA",,Data Scientist,,,
236,    LexisNexis,"
The incumbent will have a firm understanding of data mining, statistical methods, and multiple modeling/scoring techniques....","Alpharetta, GA 30005",,Associate Statistical Modeler,,,
237,    AT&T,AT&T BIG DATA - PROFESSIONAL DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Alpharetta, GA",,Professional Data Scientist BIG DATA,,,
238,    AT&T,AT&T BIG DATA - SENIOR DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Atlanta, GA",,Senior Data Scientist BIG DATA,,,
239,    Equifax,This Data Scientist will work closely with many different customers in developing models and other analytical solutions to solve a variety of business problems....,"Alpharetta, GA",,Data Scientist,,,
240,    Verizon,"Data Analytics – Junior Data Scientist. As Wikipedia states ”Data Scientist have the ability to find and interpret rich data sources, manage large amounts of...","Alpharetta, GA",,Junior Data Scientist - Data Analytics,,,
241,    Verizon,Principal Data Scientist is part of a leading-edge predictive and prescriptive analytics team responsible for....,"Alpharetta, GA",,Principal Data Scientist - Supply Chain,,,
242,    Home Depot,"
Extensive work experience in Application Development, Optimization, Data Mining, Data Modeling, and Statistical Analysis....","Atlanta, GA",,DATA SCIENTIST- Space Optimization,,,
243,"    Pro-Sphere Tek, Inc.","
And knowledge of split sample weighting such as data trimming and data raking (iterative proportional fitting)....","Atlanta, GA",,Survey Statistician/Methodologist,,,
244,    DIVERSANT LLC,"
Experience with Hadoop programming model for large scale data processing. Candidate must be experienced with algorithm and data structure design and analysis....","Atlanta, GA 30339",,Data Scientist,,,
245,    Mckesson,"
Expertise troubleshooting data quality issues, analyzing data requirements, and utilizing big data systems. The Data Engineer will work with data scientists,...","Alpharetta, GA 30005",,"Data Engineer, Six Sigma",,,
246,    State Farm,"
Reviews data in innovative ways to further the pricing and risk selection objectives of the enterprise. Communicates complex analytic methods and findings to...","Dunwoody, GA",,Actuarial Statistician,,,
247,    Booz Allen Hamilton,"
Experience with data manipulation. Experience with analyzing large scale data sets. Monitor and assess data integrity and accuracy using commonly accepted...","Atlanta, GA",,Health Statistician,,,
248,    Lorven Technologies,"
Develop analytics models using real time streaming data along with both structured and unstructured data Develop POC/ POV / IP in Data Science and Big Data...","Atlanta, GA",,Data Scientist,,,
249,    Modis,"
We have a permanent job with our Atlanta client for a Data Scientist / Data Engineer with strong data analytics experience....","Atlanta, GA 30346",,Data Scientist Job - Atlanta Based or Telecommute Option,,,
250,    State Farm Mutual Automobile Insurance Company,"
Reviews data in innovative ways to further the pricing and risk selection objectives of the enterprise. Communicates complex analytic methods and findings to...","Atlanta, GA",,Actuarial Statistician,,,
251,    Habitat for Humanity,"
4 years' minimum related experience working with data analysis, data cleansing and/or statistics. Senior Analyst - Data Analysis and Reporting....","Atlanta, GA",,Senior Analyst - Data Analysis and Reporting,,,
252,    AT&T,AT&T BIG DATA - SENIOR DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Atlanta, GA",,Senior Data Scientist BIG DATA,,,
253,    Equifax,This Data Scientist will work closely with many different customers in developing models and other analytical solutions to solve a variety of business problems....,"Alpharetta, GA",,Data Scientist,,,
254,    AT&T,AT&T BIG DATA - PROFESSIONAL DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Alpharetta, GA",,Professional Data Scientist BIG DATA,,,
255,    AT&T,AT&T BIG DATA - SENIOR DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Atlanta, GA",,Senior Data Scientist BIG DATA,,,
256,    Home Depot,"Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...","Atlanta, GA",,DATA SCIENTIST,,,
257,    Computer Futures,"
External data, internal data, machine data, etc), data formats and data structures. The data scientist will conduct complex analysis projects involving...","Atlanta, GA",,Long Term Data Scientist Opportunity,,,
258,    firstPRO,"
External data, internal data, machine data, etc), data formats and data structures. Conducts explanatory data analysis and prepares data sources to be analyzed....","Atlanta, GA",75.0,Senior Data Scientist,75.0,,
259,    KPMG,"
Work with data scientist to identify data needs, sources, and structure to support client issues problem solving....","Atlanta, GA 30338",,"Manager, Data & Analytics Consultant",,,
260,"    Pro-Sphere Tek, Inc.","
Provide data analysis plans for analysis of large data sets, including techniques for linking datasets from diverse sources, and knowledge of weighting of data...","Atlanta, GA",,Bio Statistician,,,
261,    Centers for Disease Control and Prevention,"
As an Interdisciplinary Health Scientist/ Behavioral Scientist you will:. Manage improvement plan task completion and analyze performance data to track progress...","Atlanta, GA",94531.0,Interdisciplinary Health Scientist/ Behavioral Scientist,,,94531.0
262,    firstPRO,"
External data, internal data, machine data, etc), data formats and data structures. Conducts explanatory data analysis and prepares data sources to be analyzed....","Atlanta, GA",60.0,Data Scientist,60.0,,
263,    AT&T,"
Supports data selection, extraction, and cleansing for corporate applications, including data warehouse and data marts. Data Analytics nanodegree;...","Atlanta, GA",,Sr Specialist SQL Data Analysis\Mining Atlanta GA Cricket Wireless,,,
264,    Karna LLC,"
DTS, Monitoring and Evaluation, laboratory, testing, data collection techniques, qualitative data analysis. Perform duties as outlined herein while exhibiting...","Atlanta, GA 30329",,Biologist/Chemist,,,
265,    InterContinental Hotels Group,"
Knowledge in Data Discovery, Data Analysis, and Providing Data Insights (Data. Overall strategy Data and Integration needs behind PBS, CRS, RMS, Data....","Atlanta, GA",,Data Integration Strategy Manager,,,
266,    Kabbage,"
What it takes to be a Data Scientist at Kabbage. A day in the life of a Data Scientist at Kabbage. Work with multiple, complex data sources such as financial...","Atlanta, GA",,Data Scientist,,,
267,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Atlanta, GA",,Data Scientist – Predictive Analytics,,,
268,    AT&T,AT&T BIG DATA - PROFESSIONAL DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Alpharetta, GA",,Professional Data Scientist BIG DATA,,,
269,    Equifax,This Data Scientist will work closely with many different customers in developing models and other analytical solutions to solve a variety of business problems....,"Alpharetta, GA",,Data Scientist,,,
270,    AT&T,AT&T BIG DATA - SENIOR DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Atlanta, GA",,Senior Data Scientist BIG DATA,,,
271,    Equifax,This Data Scientist will work closely with many different customers in developing models and other analytical solutions to solve a variety of business problems....,"Alpharetta, GA",,Data Scientist,,,
272,    AT&T,"
AT&T BIG DATA - SENIOR DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....","Atlanta, GA",,Senior Data Scientist BIG DATA,,,
273,    AT&T,"
Working knowledge of machine learning, big data and real-time analytics. Big data analytics of end-to-end service and quality management- Create service KPIs...","Atlanta, GA",,Sr Member of Technical Staff Data Scientist,,,
274,    Zinger Software Solutions,"
Strong understanding of algorithms and advanced data structures. Experience in solutions that leverage distributed processing of large data sets (e.g....","Atlanta, GA",,Data Scientist/Analyst,,,
275,    Gallup,"
Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Atlanta, GA",,Data Scientist – Predictive Analytics,,,
276,    UCB,"
The role of the Advanced Analyst/Data Scientist is to work with commercial data, patient data and other ‘big data’ (e.g., data from social media, distribution...","Atlanta, GA",,Data Scientist / Advanced Analyst,,,
277,"    eHire, LLC","
Senior Data Scientist*. A strong understanding of data profiling and data cleansing techniques. The Senior Data Scientist is responsible for collecting data and...","Atlanta, GA 30326 (Buckhead area)",150000.0,Sr Data Scientist,,,150000.0
278,    Centers for Disease Control and Prevention,"
As a Health Scientist your will:. In addition to meeting the basic requirements, applicants must have one year of specialized experience, equivalent to the GS...","Atlanta, GA",79247.0,Health Scientist,,,79247.0
279,    GE Digital,"
Primary role in recent positions must be as a data analyst or data scientist. Experience to perform on-demand, exploratory, and targeted data analyses to obtain...","Atlanta, GA",,Lead Data Engineer 1 Data & Analytics,,,
280,    Cox Automotive,"
Description Cox Automotive is hiring a Senior Data Scientist. The Data Scientist, Senior Lead will be involved in all phases of (Big Data) analytics projects...","Atlanta, GA",,Senior Data Scientist,,,
281,    IBM,"
Build real-time interactive point- and map-based weather data visualizations based on data APIs and/or other stored or streaming data sources for internal...","Atlanta, GA",,Data Visualization Software Engineer,,,
282,    Verizon,Principal Data Scientist is part of a leading-edge predictive and prescriptive analytics team responsible for....,"Alpharetta, GA",,Principal Data Scientist - Supply Chain,,,
283,    Verizon,"Data Analytics – Junior Data Scientist. As Wikipedia states ”Data Scientist have the ability to find and interpret rich data sources, manage large amounts of...","Alpharetta, GA",,Junior Data Scientist - Data Analytics,,,
284,    AT&T,AT&T BIG DATA - PROFESSIONAL DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Alpharetta, GA",,Professional Data Scientist BIG DATA,,,
285,    Equifax,This Data Scientist will work closely with many different customers in developing models and other analytical solutions to solve a variety of business problems....,"Alpharetta, GA",,Data Scientist,,,
286,    AT&T,AT&T BIG DATA - SENIOR DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Atlanta, GA",,Senior Data Scientist BIG DATA,,,
287,    Home Depot,"Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...","Atlanta, GA",,DATA SCIENTIST,,,
288,    ASSURANT,"
In this role, the Data Scientist incorporates techniques across many disciplines – including mathematics/statistics, computer programming, data engineering,...","Atlanta, GA 30339",,Data Scientist,,,
289,    SunTrust,"
At SunTrust in Atlanta, our Data and Analytics Scientist performs sophisticated data analytics for our Mortgage, Consumer & Deposit lines of business....","Atlanta, GA",,Consumer Banking Data Scientist,,,
290,    KPMG,"
Drive client engagements focused on Big Data and Advanced Business Analytics, in the Health Care space (Claims Data, Payor/Provider Data, Clinical Data etc);...","Atlanta, GA 30338",,Data Scientist - Health Care,,,
291,    Nomi,"
Good data modeling intuition. Scale new algorithms to large data sets. Our vision is to explore and understand our unique data while building statistical models...","Atlanta, GA",,Data Scientist,,,
292,    Accenture,"
Minimum of 2 years of Data Analysis / Data Analytics / Data Scientist experience. Work closely with clients to define data sources, data correlation, and...","Atlanta, GA",,Telecommunications Data Analytics Consultant,,,
293,    Home Depot,"
Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...","Atlanta, GA",,DATA SCIENTIST,,,
294,    Aarons,"
As a Senior Analyst, Data Scientist, you will lead data science and data strategy initiatives across a variety of business functions....","Atlanta, GA",,"Senior Analyst, Data Scientist",,,
295,    Travelport,"
Ability to analyze data, determine patterns and relationships to disparate data sets. Uses various DBMS and data tools for data manipulation, cleaning, and...","Atlanta, GA",,Data Scientist,,,
296,    SunTrust,"
Data Scientist & Analytics - Enterprise-W426007. Partners with Segment Data Scientists to perform sophisticated data analytics (encompassing data mining,...","Atlanta, GA",,Data Scientist & Analytics - Enterprise,,,
297,    Ventiv Technology,"
Understanding of development and data warehouse data modeling. Develop and implement data collection systems and other strategies that optimize statistical...","Atlanta, GA",,Data Scientist,,,
298,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Atlanta, GA",,Data Scientist – Predictive Analytics,,,
299,    AT&T,AT&T BIG DATA - PROFESSIONAL DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Alpharetta, GA",,Professional Data Scientist BIG DATA,,,
300,    Harvard University,Assist CIL’s Senior Data Scientist in execution of challenge requirements. The Crowd Innovation Lab (CIL)/NASA Tournament Lab (NTL) at Harvard is looking for an...,"Cambridge, MA",,Post-Doctoral Fellow in Data Science,,,
301,    Philips Lighting,Demonstrated experience in data analytics and data engineering. Semantic data modeling:. Quickly assimilates data and grasps the essence of where the data...,"Cambridge, MA",,Data Analyst/Engineer,,,
302,    Planet Pharma,"
Master's degree in Statistics or Biostatics with 3-5 relevant post-master's experience in data analysis of public health, clinical research or social sciences...","Watertown, MA",,Statistician II,,,
303,    Strategic Employment Partners,"
Professional experience in a data scientist, data analyst, or data architect role. They are currently looking to add a Senior level Data Scientist to head up...","Cambridge, MA",130000.0,Senior Data Scientist,,,130000.0
304,    State Street,"
Working with data validation members and information technology professionals to assess model data integrity. About State Street....","Boston, MA",,"Quantitative Analyst, VP",,,
305,    Wayfair,"
Data Scientist, Algorithms. Data prowess and coding skills relevant to data science / analytics:. As the largest and fastest growing e-commerce technology...","Boston, MA",,"Data Scientist, Analytics",,,
306,    Bose,"
Senior Data Scientist. We are seeking a world class Senior Data Scientist to expand our core team. In this role, you will apply your practical experience mining...","Framingham, MA 01701",,Senior Data Scientist,,,
307,"    Jobcase, Inc.","
Quickly assimilates data and grasps the essence of where the data is leading us. 2+ years of experience in data analysis, statistical analysis and modeling....","Cambridge, MA 02139 (Area IV area)",,Quantitative Data Analyst,,,
308,    ThriveHive,"
As our primary data scientist, you will dive deep into our customer data to identify the actions and behaviors of successful small business marketing, and use...","Cambridge, MA",,"Open Data Scientist | Cambridge, MA",,,
309,    Epsilon,"
Alliance Data participates in E-Verify. Epsilon is an Alliance Data company. Alliance Data is an Equal Employment Opportunity employer....","Woburn, MA",,Data Scientist,,,
310,"    Truven Health Analytics, Inc. & Simpler Consulting","
Working understanding of data storage in relational and or flat file environments and how data is manipulated using SAS or other similar languages....","Cambridge, MA 02140 (North Cambridge area)",,Sr. Research Analyst,,,
311,    McKinsey & Company,"
You will work with data scientists, data architects, consultants and clients on projects that use complex data and advanced modeling to solve client problems...","Waltham, MA",,"Americas Analytic Services - Analyst, Data Operations",,,
312,    Princeton Consulting,They are looking to add brilliant Data Scientists to their team. This firm uses computer vision and other machine learning technologies to discover meaningful...,"Boston, MA",,Data Scientist,,,
313,    Philips Lighting,"Data Scientist (Senior). Strong working experience with Big Data and knowledge of big data infrastructure. Data Scientist, you will apply your data science and...","Cambridge, MA",,Data Scientist (Senior),,,
314,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Boston, MA",,Data Scientist – Predictive Analytics,,,
315,    American Student Assistance,Knowledge of advanced statistical techniques and excellent data visualization skills. This includes following standard operating procedures and complying with...,"Boston, MA",,Principal Data & Statistical Analyst,,,
316,    PixarBio Corporation,"Strong data recording and interpretation skills. Effectively collaborate with other team members, including engineers, materials scientists, synthetic chemists,...","Medford, MA",,Histopathologist,,,
317,    Tenizen,"
Location: Cambridge, MA Tenizen is the newest company to launch from the Cogo Labs venture accelerator. We’re leveraging years of R&D in online marketing","Cambridge, MA 02139 (Area IV area)",,Quantitative Analyst,,,
318,    Lifetime Fitness,"
Experience tracking statistical data for basketball games. Life Time is currently seeking a qualified Ultimate Hoops Statistician....","Boston, MA",,Ultimate Hoops Statistician,,,
319,    Merck,"
Senior Scientist, Computational Chemistry-CHE004842. Experience in scientific programming (Perl, Python, Pipeline Pilot) and data analytics (Spotfire)....","Boston, MA",,"Senior Scientist, Computational Chemistry Job",,,
320,    Strategic Employment Partners,"
Ground-breaking startup, located in Waltham, involved with understanding cognitive studies, emotions, and psychology is looking to add a new Data Scientist....","Waltham, MA",90000.0,Data Scientist,,,90000.0
321,"    Sqrrl Data, Inc.","
Sqrrl is looking for experienced data scientists who want to apply their skills to the challenges of building security analytics....","Cambridge, MA",,Data Scientist: Network Security Analytics,,,
322,    BNY Mellon,"
For over 230 years, the people of BNY Mellon have been at the forefront of finance, expanding the financial markets while supporting investors throughout the","Boston, MA",,Sr. Municipal Research Analyst - Standish,,,
323,"    Integrated Resources, Inc","
The candidate must be able to design, analyze and interpret SPR data and perform troubleshooting as needed....","Andover, MA",,Analytical Scientist,,,
324,    Vertex Pharmaceuticals,"
A proven track record in computational analysis of large “omics” data sets (e.g. PhD degree in human/statistical genetics, (cancer) genomics, or a related field...","Boston, MA 02110 (Central area)",,Research Scientist I,,,
325,    The MathWorks,"
Are you a Senior Data Scientist who likes looking at different types data sources and taking informed data-driven decisions ?...","Natick, MA",,Senior Data Scientist,,,
326,    Xenon Pharmaceuticals Inc.,"
Engage with Scientists in a matrix cross-functional team environment. Assist in the analysis of data and interpretation of results and recommend appropriate...","Boston, MA",,Research Scientist - Organic/Medicinal Chemistry,,,
327,    Biogen,"External Posting Title Associate Scientist III, Research, Neuropharmacology Job Description The Neuropharmacology Research group is seeking independent and...","Cambridge, MA",,"Associate Scientist III, Research, Neuropharmacology",,,
328,    Quiet Therapeutics,Is seeking a talented *Process and Formulation Development Scientist/Senior Scientist*. We are looking for innovative scientists inspired to pioneer new and...,"Lexington, MA",,Process and Formulation Development Scientist,,,
329,    WATERMARK ENVIRONMENT,"Strong analyticalchemistry skills, including knowledge of standard laboratory analytical methodsand data validation protocols, are desired....","Lowell, MA",,Environmental Scientist,,,
330,    Harvard University,Assist CIL’s Senior Data Scientist in execution of challenge requirements. The Crowd Innovation Lab (CIL)/NASA Tournament Lab (NTL) at Harvard is looking for an...,"Cambridge, MA",,Post-Doctoral Fellow in Data Science,,,
331,    Philips Lighting,Demonstrated experience in data analytics and data engineering. Semantic data modeling:. Quickly assimilates data and grasps the essence of where the data...,"Cambridge, MA",,Data Analyst/Engineer,,,
332,    Harvard University,"
Minimum 5 years’ experience with data analysis and computer programming. Will participate in writing research proposals and reports to funding agencies, writing...","Boston, MA",,Research Scientist – Synthetic Biology,,,
333,    Sanofi,"
Scientist, Vaccine Research for Infectious Disease-75017408-61614. PhD/MD scientist to develop nanoparticle-based vaccines and biotherapeutics....","Cambridge, MA",,"Scientist, Vaccine Research for Infectious Disease",,,
334,    Rangam Consultants Inc.,"
Must be able to design, analyze and interpret SPR data and perform troubleshooting as needed. Excellent writing skills, and the ability to document and...","Andover, MA",,Analytical Scientist,,,
335,    Aetna,"
Data Analytics Manager. Data Analytics Manager position will be responsible for partnering with the business to identify their challenges and potential value...","Boston, MA",,Senior Data Scientist,,,
336,    Liberty Mutual,"
In this role, you will collaborate closely with a team of data scientists and analysts. Perform all data preparation and exploratory data analysis steps,...","Boston, MA",112500.0,Principal Analyst\Asst. Director¸ Data Science,,,112500.0
337,    Deloitte,"
Experience working as a Data Scientist. Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources...","Boston, MA 02116 (South End area)",,Big Data Senior Consultant - Information Delivery,,,
338,    Jobcase,"
Description Do you want to help over 50 million people find jobs? Do you want to help support a social media platform that is dedicated to connecting job","Cambridge, MA 02139 (Area IV area)",,Data Scientist,,,
339,    Jobspring Partners,"
You’ll be analyzing medical data, claims data, and biometrics data and then building predictive models around this....","Boston, MA 02116 (South End area)",100000.0,Data Scientist,,,100000.0
340,    Celgene Corporation,"
Work with R&ED study teams to develop R&ED information management plans that outline data capture, data flow, data queries, manual checks, and data listings...","Cambridge, MA 02139 (Area IV area)",,"Sr. Data Scientist (Cambridge, MA)",,,
341,    Deloitte,"
Experience working as a Data Scientist. Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources...","Boston, MA 02116 (South End area)",,Big Data Manager - Information Delivery,,,
342,    Princeton Consulting,They are looking to add brilliant Data Scientists to their team. This firm uses computer vision and other machine learning technologies to discover meaningful...,"Boston, MA",,Data Scientist,,,
343,    Philips Lighting,"Data Scientist (Senior). Strong working experience with Big Data and knowledge of big data infrastructure. Data Scientist, you will apply your data science and...","Cambridge, MA",,Data Scientist (Senior),,,
344,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Boston, MA",,Data Scientist – Predictive Analytics,,,
345,    Harvard University,Assist CIL’s Senior Data Scientist in execution of challenge requirements. The Crowd Innovation Lab (CIL)/NASA Tournament Lab (NTL) at Harvard is looking for an...,"Cambridge, MA",,Post-Doctoral Fellow in Data Science,,,
346,    Philips Lighting,Demonstrated experience in data analytics and data engineering. Semantic data modeling:. Quickly assimilates data and grasps the essence of where the data...,"Cambridge, MA",,Data Analyst/Engineer,,,
347,    Harvard Pilgrim Health Care,"
The Senior Data Scientist is accountable for providing innovative solutions driven by exploratory data analysis from complex and high-dimensional datasets....","Wellesley, MA",,Senior Data Scientist,,,
348,    Wayfair,"
Data Scientist, Analytics. As the largest and fastest growing e-commerce technology company in the home space, Wayfair interacts with a large volume of product...","Boston, MA",,"Data Scientist, Algorithms",,,
349,    Vantiv,"
We're looking for exceptional data scientists to play a pivotal role in the research and development of data products, drive better and faster decision making...","Lowell, MA",,Data Scientist,,,
350,    Rad Gov INC,"
Data Scientist will collaborate with HEOR asset leads to help on study initiatives, protocol development, and statistical analysis planning....","Cambridge, MA",,Sr. Data Scientist,,,
351,    Acadian Asset,"
Serious interest in financial markets and experience working with large data sets. Analyst, Stock Selection Research....","Boston, MA",,"Analyst, Stock Selection Research",,,
352,    JSI,"
Census and health data). Conduct data cleaning, merging, and/or analysis; Analyze and report on collected quantitative and qualitative data....","Boston, MA 02210 (South Boston area)",,Senior Epidemiologist/Statistician,,,
353,    Eliza Corporation,"
Extract data from disparate data sources and migrate to our internal Datamart for processing. As a Data Scientist you will apply statistical modeling and...","Danvers, MA 01923",,Data Scientist,,,
354,    FDF Asset Management U.S.,"
We are currently looking for a research analyst to join our new office in Boston and work with the portfolio manager in the research of global markets. Salary","Boston, MA",,Research Analyst,,,
355,    Wayfair,"
Experienced as both a software engineer using big data sets and a data scientist, mining data sets. The mission of a Data Science analyst is to unlock deep...","Boston, MA 02116 (South End area)",,Director of Data Science,,,
