,company,description,location,salary,title,hourly_salary,monthly_salary,annual_salary
210,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Atlanta, GA",,Data Scientist – Predictive Analytics,,,
211,    Home Depot,"Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...","Atlanta, GA",,DATA SCIENTIST,,,
212,    CP Kelco,"
Manage price change execution, including data integrity and consistency. Drive continual improvements to business dashboards through expanding data and...","Atlanta, GA",,"Business Analyst, Sales and Marketing Research & Analysis",,,
213,    Net2Source,"
Data Scientist, Statistical Modelling, Machine Learning, Statistical modelling, Visualization. Is one of the fastest growing IT Consulting company across USA....","Alpharetta, GA",,Data Scientist,,,
214,"    Intercontinental Exchange, Inc.","
Investigate and manage large data sets. The Quantitative Analyst will join a growing financial engineering team that researches, implements, prototypes, and...","Atlanta, GA 30328",,Quantitative Analyst (5051),,,
215,    Oak Ridge Associated Universities,"
Experience analyzing national survey data sets is desired. Experience analyzing data using R and SAS is required....","Atlanta, GA",,STD Statistical Analysis Fellowship -- CDC,,,
216,    PreVisor,"
Knowledgeable in SPSS and data analysis programs. Contribute to the ongoing development, validation, revision, and management of assessments and solutions and...","Atlanta, GA",,Associate Research Scientist - 6-month intern position,,,
217,    Reed Elsevier,"
The incumbent will have a firm understanding of data mining, statistical methods, and multiple modeling/scoring techniques....","Alpharetta, GA",,Associate Statistical Modeler,,,
218,    Georgia Tech Research Institute,"
The candidate would support all aspects of GTRI’s efforts in building a health data analysis platform and analyzing health data ranging from claims, clinical,...","Atlanta, GA 30318 (Rockdale area)",,Health IT - Analytics Specialist,,,
219,    Exponent,"
Our multidisciplinary team of scientists, engineers, physicians, and regulatory consultants brings together more than 90 different disciplines to solve...","Atlanta, GA 30326 (Buckhead area)",,Senior Associate,,,
220,    Charter Global Inc,"
Data Modeling skills*. Cassandra specialist with Data Science background.*. 6-12 Months Contract*....","Atlanta, GA 30328",,Data Scientist / Data Modeler,,,
221,    UPtv,"
Manager, Data & Analysis. Digital data analysis, and how to effectively communicate optimization. An experienced Digital....","Atlanta, GA",,"Manager, Data & Analysis",,,
222,    AT&T,AT&T BIG DATA - SENIOR DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Atlanta, GA",,Senior Data Scientist BIG DATA,,,
223,    AT&T,AT&T BIG DATA - PROFESSIONAL DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Alpharetta, GA",,Professional Data Scientist BIG DATA,,,
224,    Equifax,This Data Scientist will work closely with many different customers in developing models and other analytical solutions to solve a variety of business problems....,"Alpharetta, GA",,Data Scientist,,,
225,    Verizon,"Data Analytics – Junior Data Scientist. As Wikipedia states ”Data Scientist have the ability to find and interpret rich data sources, manage large amounts of...","Alpharetta, GA",,Junior Data Scientist - Data Analytics,,,
226,    Verizon,Principal Data Scientist is part of a leading-edge predictive and prescriptive analytics team responsible for....,"Alpharetta, GA",,Principal Data Scientist - Supply Chain,,,
227,    Oak Ridge Associated Universities,"
Conducting data analysis to generate the characteristics of the simulation population. Conducting a systematic review, meta-analysis, or original data analysis...","Atlanta, GA",,Statistical/Mathematical Modeler,,,
228,    SunTrust,"
Statistical Modeler-264681 Description • Develop or analyze statistical & quantitative models. Research best practices and new technologies. • Perform","Atlanta, GA",,Statistical Modeler,,,
229,    KPMG,"
Strong experience in leading and delivering data integration or data analysis projects. Lead the design and development of tools and solutions working with data...","Atlanta, GA 30338",,Sr. Manager - Data Analytics,,,
230,"    Aptonet, inc","
Support the development of data science and big data analytics solutions that improve processing and decision making....","Atlanta, GA",,Big Data – Data Scientist.,,,
231,    KPMG,"
Five years of professional experience working as a Data Scientist. We are currently seeking a Data Scientist, to join our Data Analytics team in our Atlanta...","Atlanta, GA 30338",,Data Scientist,,,
232,    Home Depot,"
Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...","Atlanta, GA 30301 (Buckhead area)",,"Data Scientist , Supply Chain",,,
233,    Morehouse School Of Medicine,"
Research Scholar position is open for energetic, motivated scientist interested in cardiovascular research. Conducing experiments, data collection and analysis,...","Atlanta, GA",,RP#0629 Research Scholar,,,
234,    Capgemini,"
Our Data Scientists come from all sorts of backgrounds, but all share the same characteristics; Good knowledge of various database systems from which data...","Atlanta, GA",,Data Science Consultant,,,
235,    AT&T,"
Are you a Big Data Software Engineer with fast prototyping skills and the ability to create data platforms that enable the work of data scientists and analysts...","Atlanta, GA",,Software Engineer Big Data (Texas & Georgia),,,
236,    Northrop Grumman,"
EARB in-house data analysis projects often involve health survey data sets with complex design. Provide data analysis plans for analysis of large data sets,...","Atlanta, GA",,Health Research Analyst 3,,,
237,    AT&T,AT&T BIG DATA - SENIOR DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Atlanta, GA",,Senior Data Scientist BIG DATA,,,
238,    Equifax,This Data Scientist will work closely with many different customers in developing models and other analytical solutions to solve a variety of business problems....,"Alpharetta, GA",,Data Scientist,,,
239,    AT&T,AT&T BIG DATA - PROFESSIONAL DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Alpharetta, GA",,Professional Data Scientist BIG DATA,,,
240,    AT&T,AT&T BIG DATA - SENIOR DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Atlanta, GA",,Senior Data Scientist BIG DATA,,,
241,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Atlanta, GA",,Data Scientist – Predictive Analytics,,,
242,    Home Depot,"Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...","Atlanta, GA",,DATA SCIENTIST,,,
243,    Cox Communications,"
Work with data scientist in the business as a SME in effectively utilizing data, creating models and results....","Atlanta, GA",,"Analytics Architect, Lead",,,
244,    AT&T,"
As a data engineer you’ll use your sense of urgency and fast prototyping skills to create data platforms that enable the work of data scientists and analysts...","Atlanta, GA",,Professional Big Data Software Eng BIG DATA,,,
245,    General Assembly,"
Data visualization techniques; Data Science Instructor Overview. Manipulation of large data sets; You are eager to shape the skills, minds, and trajectories of...","Atlanta, GA",,Part Time Data Science Instructor,,,
246,    firstPRO,"
Data scientist, SQL, data anlysis, R:. Fast growing, exciting company has an immediate need for a SQL Data Scientist on a direct hire basis....","Atlanta, GA",100000.0,Data Scientist / SQL,,,100000.0
247,    Leidos,"
Experience working with large data sets is a plus. Performing data management under the direction of the CDC staff,....","Atlanta, GA",,Statistician,,,
248,    Deloitte,"
Statistics, moderate to advanced data analysis skills. Create specific data cuts based on specified criteria. Create custom peer groups and statistical analysis...","Atlanta, GA",,Quantitative Analyst - Global Benchmarking,,,
249,    AT&T,"
Mentor to Big Data interns and to data scientist. Perform data studies and data discovery around new data sources or new uses for existing data sources....","Roswell, GA",,Principal Data Scientist BIG DATA,,,
250,    Cox Automotive,"
The Data Scientist will be involved in all phases of (Big Data) analytics projects including question, formulation, design, research and development, proofs-of...","Atlanta, GA",,Associate Data Scientist,,,
251,    SciMetrika,"
Expertise in data management and statistical analysis. Develop procedures for data cleaning using SAS software....","Atlanta, GA 30329",,Statistician (Various levels of Experience - Multiple Positions),,,
252,    Newell Rubbermaid,"
Partnership - Participate in opportunities to help shape strategic goals for eCommerce and maintain close working relationship with our business partners and...","Atlanta, GA",,Senior eCommerce Data Engineer,,,
253,    AT&T,AT&T BIG DATA - PROFESSIONAL DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Alpharetta, GA",,Professional Data Scientist BIG DATA,,,
254,    Equifax,This Data Scientist will work closely with many different customers in developing models and other analytical solutions to solve a variety of business problems....,"Alpharetta, GA",,Data Scientist,,,
255,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Atlanta, GA",,Data Scientist – Predictive Analytics,,,
256,    Home Depot,"Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...","Atlanta, GA",,DATA SCIENTIST,,,
257,    OPTOMI LLC,"
Data analytics capability (Fetching data from writing SQL to managing database to pulling data and running analysis)....","Alpharetta, GA",,"Data Scientist/ Data Analyst (Atlanta, GA)",,,
258,    Meridian Group,"
Meridian Group Partners, a boutique recruiting firm, is seeking an addition to their current team. The role of the Talent Research Analyst is to work with our","Atlanta, GA",,Talent Research Analyst,,,
259,    HUNTER Technical Resources,"
External data, internal data, machine data, etc), data formats and data structures. Conducts explanatory data analysis and prepares data sources to be analyzed....","Atlanta, GA 30328",,Data Scientist,,,
260,    AT&T,"
AT&T BIG DATA - PROFESSIONAL DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....","Alpharetta, GA",,Professional Data Scientist BIG DATA,,,
261,    Lifetime Fitness,"
Experience tracking statistical data for basketball games. Life Time is currently seeking a qualified Ultimate Hoops Statistician....","Atlanta, GA",,Ultimate Hoops Statistician,,,
262,    KPMG,"
Work with data scientists to identify data needs, sources, and structure to support client issues. Deliver client analytics projects as part of broader team of...","Atlanta, GA 30338",,Data Analytics Business Consultant,,,
263,    Turner,"
Data Scientist will lead a team of analysts that will develop new practices and approaches, collaborating with key stakeholders in the Audience Development team...","Atlanta, GA 30319",,Sr. Data Scientist,,,
264,    Kabbage,"
Collaborate with software architects, database engineers, optimization analysts, data scientists and product management teams to drive key strategic initiatives...","Atlanta, GA",,Chief Analytics Officer,,,
265,    Daytal,"
Extract, aggregate and synthesize data from diverse structured and unstructured data sources. Identify and develop new data driven product features and enhance...","Atlanta, GA",,Data Scientist,,,
266,    LexisNexis,"
The incumbent will have a firm understanding of data mining, statistical methods, and multiple modeling/scoring techniques....","Alpharetta, GA 30005",,Associate Statistical Modeler,,,
267,    AT&T,AT&T BIG DATA - PROFESSIONAL DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Alpharetta, GA",,Professional Data Scientist BIG DATA,,,
268,    AT&T,AT&T BIG DATA - SENIOR DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Atlanta, GA",,Senior Data Scientist BIG DATA,,,
269,    Equifax,This Data Scientist will work closely with many different customers in developing models and other analytical solutions to solve a variety of business problems....,"Alpharetta, GA",,Data Scientist,,,
270,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Atlanta, GA",,Data Scientist – Predictive Analytics,,,
271,    Home Depot,"Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...","Atlanta, GA",,DATA SCIENTIST,,,
272,    Home Depot,"
Extensive work experience in Application Development, Optimization, Data Mining, Data Modeling, and Statistical Analysis....","Atlanta, GA",,DATA SCIENTIST- Space Optimization,,,
273,"    Pro-Sphere Tek, Inc.","
And knowledge of split sample weighting such as data trimming and data raking (iterative proportional fitting)....","Atlanta, GA",,Survey Statistician/Methodologist,,,
274,    DIVERSANT LLC,"
Experience with Hadoop programming model for large scale data processing. Candidate must be experienced with algorithm and data structure design and analysis....","Atlanta, GA 30339",,Data Scientist,,,
275,    Mckesson,"
Expertise troubleshooting data quality issues, analyzing data requirements, and utilizing big data systems. The Data Engineer will work with data scientists,...","Alpharetta, GA 30005",,"Data Engineer, Six Sigma",,,
276,    State Farm,"
Reviews data in innovative ways to further the pricing and risk selection objectives of the enterprise. Communicates complex analytic methods and findings to...","Dunwoody, GA",,Actuarial Statistician,,,
277,    Booz Allen Hamilton,"
Experience with data manipulation. Experience with analyzing large scale data sets. Monitor and assess data integrity and accuracy using commonly accepted...","Atlanta, GA",,Health Statistician,,,
278,    Lorven Technologies,"
Develop analytics models using real time streaming data along with both structured and unstructured data Develop POC/ POV / IP in Data Science and Big Data...","Atlanta, GA",,Data Scientist,,,
279,    Modis,"
We have a permanent job with our Atlanta client for a Data Scientist / Data Engineer with strong data analytics experience....","Atlanta, GA 30346",,Data Scientist Job - Atlanta Based or Telecommute Option,,,
280,    State Farm Mutual Automobile Insurance Company,"
Reviews data in innovative ways to further the pricing and risk selection objectives of the enterprise. Communicates complex analytic methods and findings to...","Atlanta, GA",,Actuarial Statistician,,,
281,    Habitat for Humanity,"
4 years' minimum related experience working with data analysis, data cleansing and/or statistics. Senior Analyst - Data Analysis and Reporting....","Atlanta, GA",,Senior Analyst - Data Analysis and Reporting,,,
282,    AT&T,AT&T BIG DATA - PROFESSIONAL DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Alpharetta, GA",,Professional Data Scientist BIG DATA,,,
283,    AT&T,AT&T BIG DATA - SENIOR DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Atlanta, GA",,Senior Data Scientist BIG DATA,,,
284,    Equifax,This Data Scientist will work closely with many different customers in developing models and other analytical solutions to solve a variety of business problems....,"Alpharetta, GA",,Data Scientist,,,
285,    AT&T,AT&T BIG DATA - SENIOR DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Atlanta, GA",,Senior Data Scientist BIG DATA,,,
286,    Home Depot,"Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...","Atlanta, GA",,DATA SCIENTIST,,,
287,    Computer Futures,"
External data, internal data, machine data, etc), data formats and data structures. The data scientist will conduct complex analysis projects involving...","Atlanta, GA",,Long Term Data Scientist Opportunity,,,
288,    firstPRO,"
External data, internal data, machine data, etc), data formats and data structures. Conducts explanatory data analysis and prepares data sources to be analyzed....","Atlanta, GA",75.0,Senior Data Scientist,75.0,,
289,    KPMG,"
Work with data scientist to identify data needs, sources, and structure to support client issues problem solving....","Atlanta, GA 30338",,"Manager, Data & Analytics Consultant",,,
290,"    Pro-Sphere Tek, Inc.","
Provide data analysis plans for analysis of large data sets, including techniques for linking datasets from diverse sources, and knowledge of weighting of data...","Atlanta, GA",,Bio Statistician,,,
291,    Centers for Disease Control and Prevention,"
As an Interdisciplinary Health Scientist/ Behavioral Scientist you will:. Manage improvement plan task completion and analyze performance data to track progress...","Atlanta, GA",94531.0,Interdisciplinary Health Scientist/ Behavioral Scientist,,,94531.0
292,    firstPRO,"
External data, internal data, machine data, etc), data formats and data structures. Conducts explanatory data analysis and prepares data sources to be analyzed....","Atlanta, GA",60.0,Data Scientist,60.0,,
293,    AT&T,"
Supports data selection, extraction, and cleansing for corporate applications, including data warehouse and data marts. Data Analytics nanodegree;...","Atlanta, GA",,Sr Specialist SQL Data Analysis\Mining Atlanta GA Cricket Wireless,,,
294,    Karna LLC,"
DTS, Monitoring and Evaluation, laboratory, testing, data collection techniques, qualitative data analysis. Perform duties as outlined herein while exhibiting...","Atlanta, GA 30329",,Biologist/Chemist,,,
295,    InterContinental Hotels Group,"
Knowledge in Data Discovery, Data Analysis, and Providing Data Insights (Data. Overall strategy Data and Integration needs behind PBS, CRS, RMS, Data....","Atlanta, GA",,Data Integration Strategy Manager,,,
296,    Kabbage,"
What it takes to be a Data Scientist at Kabbage. A day in the life of a Data Scientist at Kabbage. Work with multiple, complex data sources such as financial...","Atlanta, GA",,Data Scientist,,,
297,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Atlanta, GA",,Data Scientist – Predictive Analytics,,,
298,    AT&T,AT&T BIG DATA - PROFESSIONAL DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Alpharetta, GA",,Professional Data Scientist BIG DATA,,,
299,    Equifax,This Data Scientist will work closely with many different customers in developing models and other analytical solutions to solve a variety of business problems....,"Alpharetta, GA",,Data Scientist,,,
300,    AT&T,AT&T BIG DATA - PROFESSIONAL DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Alpharetta, GA",,Professional Data Scientist BIG DATA,,,
301,    AT&T,AT&T BIG DATA - SENIOR DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Atlanta, GA",,Senior Data Scientist BIG DATA,,,
302,    AT&T,"
AT&T BIG DATA - SENIOR DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....","Atlanta, GA",,Senior Data Scientist BIG DATA,,,
303,    AT&T,"
Working knowledge of machine learning, big data and real-time analytics. Big data analytics of end-to-end service and quality management- Create service KPIs...","Atlanta, GA",,Sr Member of Technical Staff Data Scientist,,,
304,    Zinger Software Solutions,"
Strong understanding of algorithms and advanced data structures. Experience in solutions that leverage distributed processing of large data sets (e.g....","Atlanta, GA",,Data Scientist/Analyst,,,
305,    Gallup,"
Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Atlanta, GA",,Data Scientist – Predictive Analytics,,,
306,    UCB,"
The role of the Advanced Analyst/Data Scientist is to work with commercial data, patient data and other ‘big data’ (e.g., data from social media, distribution...","Atlanta, GA",,Data Scientist / Advanced Analyst,,,
307,"    eHire, LLC","
Senior Data Scientist*. A strong understanding of data profiling and data cleansing techniques. The Senior Data Scientist is responsible for collecting data and...","Atlanta, GA 30326 (Buckhead area)",150000.0,Sr Data Scientist,,,150000.0
308,    GE Digital,"
Primary role in recent positions must be as a data analyst or data scientist. Experience to perform on-demand, exploratory, and targeted data analyses to obtain...","Atlanta, GA",,Lead Data Engineer 1 Data & Analytics,,,
309,    Cox Automotive,"
Description Cox Automotive is hiring a Senior Data Scientist. The Data Scientist, Senior Lead will be involved in all phases of (Big Data) analytics projects...","Atlanta, GA",,Senior Data Scientist,,,
310,    Centers for Disease Control and Prevention,"
As a Health Scientist your will:. In addition to meeting the basic requirements, applicants must have one year of specialized experience, equivalent to the GS...","Atlanta, GA",79247.0,Health Scientist,,,79247.0
311,    IBM,"
Build real-time interactive point- and map-based weather data visualizations based on data APIs and/or other stored or streaming data sources for internal...","Atlanta, GA",,Data Visualization Software Engineer,,,
312,    Home Depot,"Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...","Atlanta, GA",,DATA SCIENTIST,,,
313,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Atlanta, GA",,Data Scientist – Predictive Analytics,,,
314,    Equifax,This Data Scientist will work closely with many different customers in developing models and other analytical solutions to solve a variety of business problems....,"Alpharetta, GA",,Data Scientist,,,
315,    Equifax,This Data Scientist will work closely with many different customers in developing models and other analytical solutions to solve a variety of business problems....,"Alpharetta, GA",,Data Scientist,,,
316,    AT&T,AT&T BIG DATA - SENIOR DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Atlanta, GA",,Senior Data Scientist BIG DATA,,,
317,    Home Depot,"Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...","Atlanta, GA",,DATA SCIENTIST,,,
318,    ASSURANT,"
In this role, the Data Scientist incorporates techniques across many disciplines – including mathematics/statistics, computer programming, data engineering,...","Atlanta, GA 30339",,Data Scientist,,,
319,    SunTrust,"
At SunTrust in Atlanta, our Data and Analytics Scientist performs sophisticated data analytics for our Mortgage, Consumer & Deposit lines of business....","Atlanta, GA",,Consumer Banking Data Scientist,,,
320,    KPMG,"
Drive client engagements focused on Big Data and Advanced Business Analytics, in the Health Care space (Claims Data, Payor/Provider Data, Clinical Data etc);...","Atlanta, GA 30338",,Data Scientist - Health Care,,,
321,    Nomi,"
Good data modeling intuition. Scale new algorithms to large data sets. Our vision is to explore and understand our unique data while building statistical models...","Atlanta, GA",,Data Scientist,,,
322,    Accenture,"
Minimum of 2 years of Data Analysis / Data Analytics / Data Scientist experience. Work closely with clients to define data sources, data correlation, and...","Atlanta, GA",,Telecommunications Data Analytics Consultant,,,
323,    Home Depot,"
Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...","Atlanta, GA",,DATA SCIENTIST,,,
324,    Aarons,"
As a Senior Analyst, Data Scientist, you will lead data science and data strategy initiatives across a variety of business functions....","Atlanta, GA",,"Senior Analyst, Data Scientist",,,
325,    Travelport,"
Ability to analyze data, determine patterns and relationships to disparate data sets. Uses various DBMS and data tools for data manipulation, cleaning, and...","Atlanta, GA",,Data Scientist,,,
326,    SunTrust,"
Data Scientist & Analytics - Enterprise-W426007. Partners with Segment Data Scientists to perform sophisticated data analytics (encompassing data mining,...","Atlanta, GA",,Data Scientist & Analytics - Enterprise,,,
327,    Ventiv Technology,"
Understanding of development and data warehouse data modeling. Develop and implement data collection systems and other strategies that optimize statistical...","Atlanta, GA",,Data Scientist,,,
328,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Atlanta, GA",,Data Scientist – Predictive Analytics,,,
329,    AT&T,AT&T BIG DATA - PROFESSIONAL DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Alpharetta, GA",,Professional Data Scientist BIG DATA,,,
330,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Boston, MA",,Data Scientist – Predictive Analytics,,,
331,    Harvard University,Assist CIL’s Senior Data Scientist in execution of challenge requirements. The Crowd Innovation Lab (CIL)/NASA Tournament Lab (NTL) at Harvard is looking for an...,"Cambridge, MA",,Post-Doctoral Fellow in Data Science,,,
332,    CVS Health,Manager of Data Science & Innovation to join its Loyalty & Personalization team. This individual will drive workstreams developing business solutions using big...,"Boston, MA",,"Sr. Manager, Data Science & Innovation",,,
333,    Hopper,"
We’re looking for a data-savvy individual to join our team as a data scientist, to create consumer-focused research content and support user-centric product...","Cambridge, MA",,Data Scientist,,,
334,    Pixability,"
Providing data and advanced analytics to our data analysis and insights team. Demonstrable ability to provide compelling insights based on large data sets....","Boston, MA 02114 (Back Bay-Beacon Hill area)",,Data Scientist,,,
335,    Bevi,"
We are seeking a Data Scientist to charter Bevi's strategy in collecting data and developing applications....","Boston, MA",,Data Scientist,,,
336,    Vertex Pharmaceuticals,"
A proven track record in computational analysis of large “omics” data sets (e.g. Degree in human/statistical genetics, (cancer) genomics, or a related field in...","Boston, MA 02110 (Central area)",,"Computational Genomics, Research Scientist I",,,
337,    Tiger Analytics,"
As a Data Scientist you will work with our clients to define a business problem into an analytical problem, determine solution requirements, design the analysis...","Boston, MA",,Sr Data Scientist,,,
338,"    Amazon Web Services, Inc.","
Interested in creating new state-of-the-art solutions using Machine Learning and Data Mining techniques on Terabytes of Data?...","Cambridge, MA",,Data Scientist - Boston,,,
339,    Ecova,"
As a Data Scientist at Retroficiency, you will be joining an industry-leading R&D team with extensive academic and industry experience in building energy...","Boston, MA",,Data Scientist,,,
340,    Booz Allen Hamilton,"
Work as a data scientist with advanced analytics expertise for Booz Allen Hamilton. Experience with data analytics....","Boston, MA",,Data Scientist,,,
341,    Department of Veterans Affairs,"
Data monitoring committee; Performs informatics and data processing activities and conducts complex statistical analyses using statistical methodology (both...","Boston, MA",,Statistician (Health),,,
342,    Cognizant,"
Data Discovery & Profiling:. Provide technical guidance to the team to identify the data source and review data profiling to understand the data and its quality...","Waltham, MA",,Data Scientist,,,
343,    Philips,Clinical Informatics Scientist. Experience in health care data and communication standards (HL7; Experience with relevant data analytics/visualizationtools such...,"Cambridge, MA",,Clinical Informatics Scientist - 144761,,,
344,    Princeton Consulting,They are looking to add brilliant Data Scientists to their team. This firm uses computer vision and other machine learning technologies to discover meaningful...,"Boston, MA",,Data Scientist,,,
345,    Philips,Clinical Informatics Scientist. Experience in health care data and communication standards (HL7; Experience with relevant data analytics/visualizationtools such...,"Cambridge, MA",,Clinical Informatics Scientist - 144761,,,
346,    CVS Health,Manager of Data Science & Innovation to join its Loyalty & Personalization team. This individual will drive workstreams developing business solutions using big...,"Boston, MA",,"Sr. Manager, Data Science & Innovation",,,
347,    Planet Pharma,"
Master's degree in Statistics or Biostatics with 3-5 relevant post-master's experience in data analysis of public health, clinical research or social sciences...","Watertown, MA",,Statistician II,,,
348,    Strategic Employment Partners,"
Professional experience in a data scientist, data analyst, or data architect role. They are currently looking to add a Senior level Data Scientist to head up...","Cambridge, MA",130000.0,Senior Data Scientist,,,130000.0
349,    State Street,"
Working with data validation members and information technology professionals to assess model data integrity. About State Street....","Boston, MA",,"Quantitative Analyst, VP",,,
350,    Wayfair,"
Data Scientist, Algorithms. Data prowess and coding skills relevant to data science / analytics:. As the largest and fastest growing e-commerce technology...","Boston, MA",,"Data Scientist, Analytics",,,
351,    Bose,"
Senior Data Scientist. We are seeking a world class Senior Data Scientist to expand our core team. In this role, you will apply your practical experience mining...","Framingham, MA 01701",,Senior Data Scientist,,,
352,"    Jobcase, Inc.","
Quickly assimilates data and grasps the essence of where the data is leading us. 2+ years of experience in data analysis, statistical analysis and modeling....","Cambridge, MA 02139 (Area IV area)",,Quantitative Data Analyst,,,
353,    ThriveHive,"
As our primary data scientist, you will dive deep into our customer data to identify the actions and behaviors of successful small business marketing, and use...","Cambridge, MA",,"Open Data Scientist | Cambridge, MA",,,
354,    Epsilon,"
Alliance Data participates in E-Verify. Epsilon is an Alliance Data company. Alliance Data is an Equal Employment Opportunity employer....","Woburn, MA",,Data Scientist,,,
355,"    Truven Health Analytics, Inc. & Simpler Consulting","
Working understanding of data storage in relational and or flat file environments and how data is manipulated using SAS or other similar languages....","Cambridge, MA 02140 (North Cambridge area)",,Sr. Research Analyst,,,
356,    McKinsey & Company,"
You will work with data scientists, data architects, consultants and clients on projects that use complex data and advanced modeling to solve client problems...","Waltham, MA",,"Americas Analytic Services - Analyst, Data Operations",,,
357,    Harvard University,Assist CIL’s Senior Data Scientist in execution of challenge requirements. The Crowd Innovation Lab (CIL)/NASA Tournament Lab (NTL) at Harvard is looking for an...,"Cambridge, MA",,Post-Doctoral Fellow in Data Science,,,
358,    Princeton Consulting,They are looking to add brilliant Data Scientists to their team. This firm uses computer vision and other machine learning technologies to discover meaningful...,"Boston, MA",,Data Scientist,,,
359,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Boston, MA",,Data Scientist – Predictive Analytics,,,
360,    Philips,Clinical Informatics Scientist. Experience in health care data and communication standards (HL7; Experience with relevant data analytics/visualizationtools such...,"Cambridge, MA",,Clinical Informatics Scientist - 144761,,,
361,    CVS Health,Manager of Data Science & Innovation to join its Loyalty & Personalization team. This individual will drive workstreams developing business solutions using big...,"Boston, MA",,"Sr. Manager, Data Science & Innovation",,,
362,    Tenizen,"
Location: Cambridge, MA Tenizen is the newest company to launch from the Cogo Labs venture accelerator. We’re leveraging years of R&D in online marketing","Cambridge, MA 02139 (Area IV area)",,Quantitative Analyst,,,
363,    Lifetime Fitness,"
Experience tracking statistical data for basketball games. Life Time is currently seeking a qualified Ultimate Hoops Statistician....","Boston, MA",,Ultimate Hoops Statistician,,,
364,    Strategic Employment Partners,"
Ground-breaking startup, located in Waltham, involved with understanding cognitive studies, emotions, and psychology is looking to add a new Data Scientist....","Waltham, MA",90000.0,Data Scientist,,,90000.0
365,    Merck,"
Senior Scientist, Computational Chemistry-CHE004842. Experience in scientific programming (Perl, Python, Pipeline Pilot) and data analytics (Spotfire)....","Boston, MA",,"Senior Scientist, Computational Chemistry Job",,,
