"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Dearborn County, IN"	"18029"	6352	776954	817.55162	797.44607	837.65717
	"Decatur County, IN"	"18031"	3845	406765	945.26324	915.38461	975.14186
	"De Kalb County, IN"	"18033"	5739	664584	863.54772	841.20561	885.88984
	"Delaware County, IN"	"18035"	18812	1891119	994.75496	980.53970	1008.97021
	"Dubois County, IN"	"18037"	5951	660448	901.05504	878.16153	923.94855
	"Elkhart County, IN"	"18039"	23856	3086674	772.87073	763.06310	782.67837
	"Fayette County, IN"	"18041"	4832	393644	1227.50506	1192.89392	1262.11619
	"Floyd County, IN"	"18043"	11157	1169618	953.90119	936.20068	971.60170
	"Fountain County, IN"	"18045"	3185	278806	1142.37140	1102.69715	1182.04564
	"Franklin County, IN"	"18047"	3069	365428	839.83712	810.12370	869.55055
	"Fulton County, IN"	"18049"	3631	329287	1102.68550	1066.81854	1138.55246
	"Gibson County, IN"	"18051"	5462	530757	1029.09618	1001.80413	1056.38823
	"Grant County, IN"	"18053"	12614	1134652	1111.70650	1092.30569	1131.10730
	"Greene County, IN"	"18055"	5809	529152	1097.79421	1069.56320	1126.02521
	"Hamilton County, IN"	"18057"	18362	3909004	469.73602	462.94164	476.53041
	"Hancock County, IN"	"18059"	8198	1033485	793.23841	776.06701	810.40982
	"Harrison County, IN"	"18061"	5189	598584	866.87917	843.29216	890.46617
	"Hendricks County, IN"	"18063"	13480	2109561	638.99551	628.20830	649.78271
	"Henry County, IN"	"18065"	8894	779325	1141.24403	1117.52559	1164.96246
	"Howard County, IN"	"18067"	14146	1340421	1055.34008	1037.94879	1072.73136
	"Huntington County, IN"	"18069"	6249	599577	1042.23478	1016.39336	1068.07620
	"Jackson County, IN"	"18071"	6813	672192	1013.54970	989.48215	1037.61725
	"Jasper County, IN"	"18073"	4494	514090	874.16600	848.60761	899.72439
	"Jay County, IN"	"18075"	3679	344426	1068.15397	1033.63761	1102.67034
	"Jefferson County, IN"	"18077"	5271	514371	1024.74673	997.08202	1052.41144
	"Jennings County, IN"	"18079"	4041	450350	897.30210	869.63585	924.96835
	"Johnson County, IN"	"18081"	17245	2097371	822.21982	809.94790	834.49173
	"Knox County, IN"	"18083"	7246	616875	1174.63019	1147.58388	1201.67651
	"Kosciusko County, IN"	"18085"	10153	1219881	832.29430	816.10471	848.48389
	"Lagrange County, IN"	"18087"	3738	584685	639.31861	618.82333	659.81388
	"Lake County, IN"	"18089"	75468	7843829	962.13214	955.26763	968.99665
	"La Porte County, IN"	"18091"	17529	1767279	991.86376	977.18027	1006.54726
	"Lawrence County, IN"	"18093"	8166	737074	1107.89419	1083.86441	1131.92396
	"Madison County, IN"	"18095"	23172	2105371	1100.61362	1086.44234	1114.78490
	"Marion County, IN"	"18097"	120464	14208245	847.84574	843.05785	852.63363
	"Marshall County, IN"	"18099"	6768	743063	910.82452	889.12448	932.52456
	"Martin County, IN"	"18101"	1662	164979	1007.40094	958.96777	1055.83411
	"Miami County, IN"	"18103"	5332	588778	905.60449	881.29647	929.91251
	"Monroe County, IN"	"18105"	12631	2102015	600.89961	590.42015	611.37908
	"Montgomery County, IN"	"18107"	5986	608021	984.50547	959.56493	1009.44601
	"Morgan County, IN"	"18109"	9311	1091896	852.73689	835.41589	870.05789
	"Newton County, IN"	"18111"	2362	229127	1030.86934	989.29554	1072.44315
	"Noble County, IN"	"18113"	6472	755090	857.11637	836.23415	877.99859
	"Ohio County, IN"	"18115"	886	94678	935.80346	874.18315	997.42377
	"Orange County, IN"	"18117"	3392	314616	1078.13970	1041.85670	1114.42270
	"Owen County, IN"	"18119"	3455	347488	994.27894	961.12461	1027.43327
	"Parke County, IN"	"18121"	2588	277060	934.09370	898.10515	970.08225
	"Perry County, IN"	"18123"	3169	307423	1030.82723	994.93662	1066.71784
	"Pike County, IN"	"18125"	2234	206110	1083.88724	1038.94046	1128.83403
	"Porter County, IN"	"18127"	20006	2527131	791.64871	780.67867	802.61876
	"Posey County, IN"	"18129"	3641	420567	865.73602	837.61499	893.85705
	"Pulaski County, IN"	"18131"	2411	216219	1115.07314	1070.56281	1159.58347
	"Putnam County, IN"	"18133"	5100	598111	852.68454	829.28219	876.08688
	"Randolph County, IN"	"18135"	4619	423125	1091.63959	1060.15766	1123.12152
	"Ripley County, IN"	"18137"	4341	448017	968.93645	940.11230	997.76059
	"Rush County, IN"	"18139"	3013	282730	1065.68104	1027.62849	1103.73359
	"St. Joseph County, IN"	"18141"	39362	4255221	925.02834	915.88989	934.16679
	"Scott County, IN"	"18143"	4208	379524	1108.75729	1075.25652	1142.25805
	"Shelby County, IN"	"18145"	6522	703628	926.91024	904.41434	949.40614
	"Spencer County, IN"	"18147"	2919	332160	878.79335	846.91280	910.67390
	"Starke County, IN"	"18149"	4255	373102	1140.43881	1106.17163	1174.70598
	"Steuben County, IN"	"18151"	4560	541866	841.53647	817.11079	865.96214
	"Sullivan County, IN"	"18153"	3867	344794	1121.53924	1086.18972	1156.88875
	"Switzerland County, IN"	"18155"	1517	160890	942.88023	895.43202	990.32844
	"Tippecanoe County, IN"	"18157"	16821	2627360	640.22441	630.54915	649.89966
	"Tipton County, IN"	"18159"	2652	258855	1024.51179	985.51883	1063.50476
	"Union County, IN"	"18161"	1083	118055	917.36902	862.73214	972.00591
	"Vanderburgh County, IN"	"18163"	29885	2830454	1055.83769	1043.86679	1067.80858
	"Vermillion County, IN"	"18165"	3378	262308	1287.79908	1244.37062	1331.22753
	"Vigo County, IN"	"18167"	18276	1706764	1070.79831	1055.27361	1086.32300
	"Wabash County, IN"	"18169"	6339	537123	1180.17661	1151.12349	1209.22972
	"Warren County, IN"	"18171"	1318	136102	968.39135	916.10971	1020.67300
	"Warrick County, IN"	"18173"	7618	910832	836.37817	817.59632	855.16001
	"Washington County, IN"	"18175"	4328	445846	970.73878	941.81767	999.65988
	"Wayne County, IN"	"18177"	12939	1112505	1163.05095	1143.01064	1183.09126
	"Wells County, IN"	"18179"	4176	443718	941.13829	912.59334	969.68324
	"White County, IN"	"18181"	4160	397805	1045.73849	1013.96006	1077.51692
	"Whitley County, IN"	"18183"	4607	517579	890.10567	864.40239	915.80894
	"Adair County, IA"	"19001"	1801	125567	1434.29404	1368.05144	1500.53665
	"Adams County, IA"	"19003"	856	66980	1277.99343	1192.37884	1363.60803
	"Allamakee County, IA"	"19005"	2611	229337	1138.49924	1094.82902	1182.16946
	"Appanoose County, IA"	"19007"	2819	210872	1336.82993	1287.48021	1386.17965
	"Audubon County, IA"	"19009"	1409	100748	1398.53893	1325.51333	1471.56453
	"Benton County, IA"	"19011"	3636	414066	878.12088	849.57796	906.66380
	"Black Hawk County, IA"	"19013"	18259	2065575	883.96693	871.14500	896.78887
	"Boone County, IA"	"19015"	4602	421218	1092.54590	1060.97969	1124.11211
	"Bremer County, IA"	"19017"	3441	383742	896.69622	866.73503	926.65741
	"Buchanan County, IA"	"19019"	3195	335595	952.04041	919.02809	985.05272
	"Buena Vista County, IA"	"19021"	3081	323473	952.47517	918.84230	986.10803
	"Butler County, IA"	"19023"	3020	239838	1259.18328	1214.27344	1304.09313
	"Calhoun County, IA"	"19025"	2310	163570	1412.23941	1354.64791	1469.83091
	"Carroll County, IA"	"19027"	3800	335023	1134.25048	1098.18654	1170.31443
	"Cass County, IA"	"19029"	3065	224917	1362.72492	1314.48028	1410.96955
	"Cedar County, IA"	"19031"	2775	293016	947.04726	911.81048	982.28404
	"Cerro Gordo County, IA"	"19033"	8076	715726	1128.36477	1103.75500	1152.97453
	"Cherokee County, IA"	"19035"	2515	197392	1274.11445	1224.31833	1323.91057
	"Chickasaw County, IA"	"19037"	2187	202287	1081.13720	1035.82527	1126.44912
	"Clarke County, IA"	"19039"	1670	147574	1131.63565	1077.36008	1185.91123
	"Clay County, IA"	"19041"	2971	269650	1101.79863	1062.17931	1141.41794
	"Clayton County, IA"	"19043"	3241	291753	1110.87118	1072.62569	1149.11667
	"Clinton County, IA"	"19045"	8621	789199	1092.37341	1069.31399	1115.43283
	"Crawford County, IA"	"19047"	2662	272576	976.60836	939.50848	1013.70824
	"Dallas County, IA"	"19049"	5467	920694	593.79121	578.05082	609.53159
	"Davis County, IA"	"19051"	1405	138434	1014.92408	961.85379	1067.99437
	"Decatur County, IA"	"19053"	1557	135881	1145.85556	1088.93861	1202.77252
	"Delaware County, IA"	"19055"	2596	287085	904.26180	869.47633	939.04728
	"Des Moines County, IA"	"19057"	7045	652346	1079.94837	1054.72991	1105.16683
	"Dickinson County, IA"	"19059"	2953	266159	1109.48719	1069.46999	1149.50438
	"Dubuque County, IA"	"19061"	13783	1471704	936.53343	920.89809	952.16878
	"Emmet County, IA"	"19063"	2030	167814	1209.67261	1157.04958	1262.29565
	"Fayette County, IA"	"19065"	4014	339508	1182.29909	1145.72322	1218.87497
	"Floyd County, IA"	"19067"	3231	263196	1227.60224	1185.27254	1269.93195
	"Franklin County, IA"	"19069"	2012	170665	1178.91776	1127.40372	1230.43180
	"Fremont County, IA"	"19071"	1499	120945	1239.40634	1176.66281	1302.14987
	"Greene County, IA"	"19073"	1985	154759	1282.63946	1226.21331	1339.06561
	"Grundy County, IA"	"19075"	2152	198137	1086.11718	1040.22786	1132.00650
	"Guthrie County, IA"	"19077"	2133	177473	1201.87296	1150.86720	1252.87872
	"Hamilton County, IA"	"19079"	2729	255027	1070.08278	1029.93406	1110.23149
	"Hancock County, IA"	"19081"	2042	185656	1099.88366	1052.17744	1147.58987
	"Hardin County, IA"	"19083"	3830	287127	1333.90451	1291.65891	1376.15010
	"Harrison County, IA"	"19085"	3022	241907	1249.24041	1204.69993	1293.78089
	"Henry County, IA"	"19087"	3351	324283	1033.35667	998.36867	1068.34467
	"Howard County, IA"	"19089"	1897	155172	1222.51437	1167.49997	1277.52877
	"Humboldt County, IA"	"19091"	1917	160015	1198.01269	1144.38285	1251.64252
	"Ida County, IA"	"19093"	1598	117734	1357.29696	1290.74780	1423.84611
	"Iowa County, IA"	"19095"	2695	258498	1042.56126	1003.19916	1081.92336
	"Jackson County, IA"	"19097"	3468	319632	1084.99775	1048.88626	1121.10923
	"Jasper County, IA"	"19099"	5767	594009	970.86071	945.80319	995.91823
	"Jefferson County, IA"	"19101"	2408	264658	909.85347	873.51227	946.19467
	"Johnson County, IA"	"19103"	9173	1990601	460.81560	451.38526	470.24595
	"Jones County, IA"	"19105"	3111	328443	947.19632	913.91151	980.48113
	"Keokuk County, IA"	"19107"	1948	172940	1126.40222	1076.38091	1176.42353
	"Kossuth County, IA"	"19109"	2960	257318	1150.32761	1108.88646	1191.76876
	"Lee County, IA"	"19111"	6952	582470	1193.53786	1165.48111	1221.59462
	"Linn County, IA"	"19113"	24884	3269189	761.16737	751.70988	770.62487
	"Louisa County, IA"	"19115"	1750	188492	928.42137	884.92207	971.92066
	"Lucas County, IA"	"19117"	1749	146631	1192.79006	1136.88834	1248.69179
	"Lyon County, IA"	"19119"	1918	186645	1027.61928	981.62921	1073.60934
	"Madison County, IA"	"19121"	2259	240381	939.75813	901.00436	978.51191
	"Mahaska County, IA"	"19123"	3480	358060	971.90415	939.61253	1004.19577
	"Marion County, IA"	"19125"	5259	527363	997.22582	970.27339	1024.17825
	"Marshall County, IA"	"19127"	7646	640341	1194.05129	1167.28662	1220.81597
	"Mills County, IA"	"19129"	2221	237647	934.57944	895.71092	973.44796
	"Mitchell County, IA"	"19131"	2105	172853	1217.79778	1165.77361	1269.82196
	"Monona County, IA"	"19133"	2552	152015	1678.78170	1613.64737	1743.91603
	"Monroe County, IA"	"19135"	1617	127546	1267.77790	1205.98419	1329.57161
	"Montgomery County, IA"	"19137"	2462	176553	1394.48211	1339.39817	1449.56605
	"Muscatine County, IA"	"19139"	6116	676078	904.62935	881.95718	927.30151
	"O'Brien County, IA"	"19141"	3029	232541	1302.56600	1256.17794	1348.95406
	"Osceola County, IA"	"19143"	1244	106288	1170.40494	1105.36471	1235.44516
	"Page County, IA"	"19145"	3439	259669	1324.37834	1280.11420	1368.64249
	"Palo Alto County, IA"	"19147"	2083	153992	1352.66767	1294.57751	1410.75783
	"Plymouth County, IA"	"19149"	3897	398369	978.23877	947.52481	1008.95272
	"Pocahontas County, IA"	"19151"	1669	124496	1340.60532	1276.28787	1404.92277
	"Polk County, IA"	"19153"	47324	6576661	719.57487	713.09164	726.05810
	"Pottawattamie County, IA"	"19155"	13835	1451765	952.97793	937.09797	968.85788
	"Poweshiek County, IA"	"19157"	3535	302592	1168.23974	1129.72798	1206.75150
	"Ringgold County, IA"	"19159"	1267	83826	1511.46422	1428.23696	1594.69149
	"Sac County, IA"	"19161"	2356	171197	1376.19234	1320.62142	1431.76326
	"Scott County, IA"	"19163"	21547	2596428	829.87088	818.79003	840.95174
	"Shelby County, IA"	"19165"	2335	199990	1167.55838	1120.20061	1214.91615
	"Sioux County, IA"	"19167"	4017	529243	759.00862	735.53653	782.48072
	"Story County, IA"	"19169"	7629	1374423	555.06929	542.61355	567.52503
	"Tama County, IA"	"19171"	3246	286772	1131.90967	1092.96988	1170.84946
	"Taylor County, IA"	"19173"	1389	104382	1330.68920	1260.70797	1400.67043
	"Union County, IA"	"19175"	2399	197631	1213.87839	1165.30302	1262.45376
	"Van Buren County, IA"	"19177"	1519	122116	1243.89924	1181.34419	1306.45430
	"Wapello County, IA"	"19179"	6634	570261	1163.32697	1135.33263	1191.32130
	"Warren County, IA"	"19181"	5671	707185	801.91181	781.04034	822.78327
	"Washington County, IA"	"19183"	3741	343214	1089.99050	1055.06160	1124.91940
	"Wayne County, IA"	"19185"	1537	103930	1478.88002	1404.94467	1552.81536
	"Webster County, IA"	"19187"	7421	617511	1201.75997	1174.41719	1229.10274
	"Winnebago County, IA"	"19189"	2107	177781	1185.16602	1134.55990	1235.77213
	"Winneshiek County, IA"	"19191"	2880	337144	854.23439	823.03566	885.43312
	"Woodbury County, IA"	"19193"	14756	1632998	903.61409	889.03418	918.19400
	"Worth County, IA"	"19195"	1479	122970	1202.73237	1141.43512	1264.02962
	"Wright County, IA"	"19197"	2778	216976	1280.32593	1232.71458	1327.93728
	"Allen County, KS"	"20001"	2911	218773	1330.60295	1282.26554	1378.94037
	"Anderson County, KS"	"20003"	1554	129161	1203.14956	1143.32904	1262.97008
	"Atchison County, KS"	"20005"	2938	269308	1090.94420	1051.49550	1130.39290
	"Barber County, KS"	"20007"	1064	80031	1329.48482	1249.59920	1409.37045
	"Barton County, KS"	"20009"	4936	442426	1115.66680	1084.54226	1146.79135
	"Bourbon County, KS"	"20011"	3057	241553	1265.56077	1220.69745	1310.42408
	"Brown County, KS"	"20013"	2172	162859	1333.66900	1277.58045	1389.75755
	"Butler County, KS"	"20015"	9056	1012383	894.52312	876.09931	912.94693
	"Chase County, KS"	"20017"	584	46041	1268.43466	1165.55778	1371.31153
	"Chautauqua County, KS"	"20019"	1015	62295	1629.34425	1529.10544	1729.58306
	"Cherokee County, KS"	"20021"	4328	348926	1240.37762	1203.42320	1277.33203
	"Cheyenne County, KS"	"20023"	651	45960	1416.44909	1307.63965	1525.25852
	"Clark County, KS"	"20025"	504	36383	1385.26235	1264.32155	1506.20315
	"Clay County, KS"	"20027"	1748	136837	1277.43227	1217.54656	1337.31799
	"Cloud County, KS"	"20029"	2359	155190	1520.07217	1458.73040	1581.41394
	"Coffey County, KS"	"20031"	1662	138231	1202.33522	1144.53012	1260.14032
	"Comanche County, KS"	"20033"	544	30721	1770.77569	1621.96978	1919.58160
	"Cowley County, KS"	"20035"	6866	579514	1184.78587	1156.76097	1212.81077
	"Crawford County, KS"	"20037"	6993	621149	1125.81683	1099.42971	1152.20396
	"Decatur County, KS"	"20039"	820	50183	1634.01949	1522.17711	1745.86186
	"Dickinson County, KS"	"20041"	3759	311371	1207.24152	1168.64803	1245.83501
	"Doniphan County, KS"	"20043"	1301	128193	1014.87601	959.72793	1070.02409
	"Douglas County, KS"	"20045"	9329	1718286	542.92475	531.90738	553.94213
	"Edwards County, KS"	"20047"	675	50503	1336.55426	1235.72403	1437.38450
	"Elk County, KS"	"20049"	787	47630	1652.31997	1536.87823	1767.76170
	"Ellis County, KS"	"20051"	3902	448711	869.60204	842.31647	896.88761
	"Ellsworth County, KS"	"20053"	1321	103324	1278.50257	1209.55702	1347.44813
	"Finney County, KS"	"20055"	3181	599556	530.55928	512.12152	548.99704
	"Ford County, KS"	"20057"	3937	527841	745.86855	722.56963	769.16746
	"Franklin County, KS"	"20059"	3860	408343	945.28374	915.46258	975.10491
	"Geary County, KS"	"20061"	3192	492656	647.91660	625.43932	670.39388
	"Gove County, KS"	"20063"	633	45437	1393.13775	1284.60813	1501.66737
	"Graham County, KS"	"20065"	595	43813	1358.04442	1248.92261	1467.16623
	"Grant County, KS"	"20067"	846	125096	676.28062	630.70864	721.85259
	"Gray County, KS"	"20069"	815	95010	857.80444	798.91119	916.69770
	"Greeley County, KS"	"20071"	262	21449	1221.50217	1073.59144	1369.41289
	"Greenwood County, KS"	"20073"	1761	112706	1562.47227	1489.49482	1635.44973
	"Hamilton County, KS"	"20075"	478	42349	1128.71614	1027.52865	1229.90364
	"Harper County, KS"	"20077"	1583	98354	1609.49224	1530.20478	1688.77970
	"Harvey County, KS"	"20079"	5879	542568	1083.55082	1055.85249	1111.24915
	"Haskell County, KS"	"20081"	477	67457	707.11713	643.65886	770.57540
	"Hodgeman County, KS"	"20083"	348	32262	1078.66840	965.33592	1192.00089
	"Jackson County, KS"	"20085"	2086	210654	990.24941	947.75386	1032.74497
	"Jefferson County, KS"	"20087"	2705	301977	895.76358	862.00643	929.52074
	"Jewell County, KS"	"20089"	792	52754	1501.30796	1396.74851	1605.86740
	"Johnson County, KS"	"20091"	50451	8227390	613.20783	607.85691	618.55876
	"Kearny County, KS"	"20093"	626	66139	946.49148	872.34584	1020.63712
	"Kingman County, KS"	"20095"	1703	130628	1303.70212	1241.78266	1365.62157
	"Kiowa County, KS"	"20097"	525	45754	1147.44066	1049.28697	1245.59436
	"Labette County, KS"	"20099"	4533	350116	1294.71375	1257.02281	1332.40469
	"Lane County, KS"	"20101"	430	29828	1441.59850	1305.33919	1577.85780
	"Leavenworth County, KS"	"20103"	8537	1176535	725.60527	710.21296	740.99759
	"Lincoln County, KS"	"20105"	762	53875	1414.38515	1313.95913	1514.81118
	"Linn County, KS"	"20107"	1788	155105	1152.76748	1099.33393	1206.20103
	"Logan County, KS"	"20109"	596	45800	1301.31004	1196.83472	1405.78537
	"Lyon County, KS"	"20111"	4628	560563	825.59855	801.81217	849.38493
	"McPherson County, KS"	"20113"	5742	468947	1224.44541	1192.77425	1256.11656
	"Marion County, KS"	"20115"	2767	205478	1346.61618	1296.44027	1396.79210
	"Marshall County, KS"	"20117"	2182	165147	1321.24713	1265.80847	1376.68580
	"Meade County, KS"	"20119"	781	72513	1077.04825	1001.51021	1152.58629
	"Miami County, KS"	"20121"	4068	495910	820.31014	795.10183	845.51844
	"Mitchell County, KS"	"20123"	1516	104308	1453.38804	1380.22562	1526.55046
	"Montgomery County, KS"	"20125"	7403	564594	1311.20770	1281.33849	1341.07691
	"Morris County, KS"	"20127"	1210	94936	1274.54285	1202.72741	1346.35829
	"Morton County, KS"	"20129"	569	52689	1079.92181	991.18736	1168.65625
	"Nemaha County, KS"	"20131"	2242	165492	1354.74827	1298.66970	1410.82683
	"Neosho County, KS"	"20133"	3235	265983	1216.24314	1174.33105	1258.15523
	"Ness County, KS"	"20135"	758	51322	1476.94946	1371.80483	1582.09409
	"Norton County, KS"	"20137"	1092	91895	1188.31275	1117.83119	1258.79431
	"Osage County, KS"	"20139"	2921	263740	1107.53014	1067.36532	1147.69497
	"Osborne County, KS"	"20141"	1048	64627	1621.61326	1523.43333	1719.79319
	"Ottawa County, KS"	"20143"	1177	97810	1203.35344	1134.60529	1272.10159
	"Pawnee County, KS"	"20145"	1312	111934	1172.11928	1108.69421	1235.54436
	"Phillips County, KS"	"20147"	1298	91078	1425.15207	1347.62026	1502.68388
	"Pottawatomie County, KS"	"20149"	2692	324423	829.78087	798.43488	861.12686
	"Pratt County, KS"	"20151"	1919	154727	1240.24895	1184.75733	1295.74058
	"Rawlins County, KS"	"20153"	648	43310	1496.19026	1380.98948	1611.39103
	"Reno County, KS"	"20155"	11287	1027219	1098.79198	1078.52065	1119.06331
	"Republic County, KS"	"20157"	1434	83586	1715.59831	1626.80155	1804.39506
	"Rice County, KS"	"20159"	2080	164762	1262.42702	1208.17315	1316.68088
	"Riley County, KS"	"20161"	4995	1087145	459.46033	446.71837	472.20229
	"Rooks County, KS"	"20163"	1116	85578	1304.07348	1227.56210	1380.58486
	"Rush County, KS"	"20165"	828	53652	1543.27891	1438.15892	1648.39890
	"Russell County, KS"	"20167"	1617	112436	1438.15148	1368.05347	1508.24949
	"Saline County, KS"	"20169"	8268	875857	943.98972	923.64165	964.33778
	"Scott County, KS"	"20171"	891	78573	1133.97732	1059.51757	1208.43707
	"Sedgwick County, KS"	"20173"	62077	7664929	809.88356	803.51248	816.25465
	"Seward County, KS"	"20175"	2209	364054	606.77812	581.47418	632.08205
	"Shawnee County, KS"	"20177"	27273	2786650	978.70203	967.08647	990.31758
	"Sheridan County, KS"	"20179"	522	42004	1242.73879	1136.12812	1349.34946
	"Sherman County, KS"	"20181"	1181	99592	1185.83822	1118.20554	1253.47090
	"Smith County, KS"	"20183"	1085	65156	1665.23421	1566.14724	1764.32117
	"Stafford County, KS"	"20185"	1008	72071	1398.62080	1312.27807	1484.96354
	"Stanton County, KS"	"20187"	307	36305	845.61355	751.02059	940.20651
	"Stevens County, KS"	"20189"	766	89067	860.02672	799.12163	920.93182
	"Sumner County, KS"	"20191"	4409	394206	1118.45076	1085.43640	1151.46512
	"Thomas County, KS"	"20193"	1237	126869	975.02148	920.68576	1029.35720
	"Trego County, KS"	"20195"	759	49012	1548.60034	1438.42751	1658.77318
	"Wabaunsee County, KS"	"20197"	1085	110977	977.68006	919.50485	1035.85527
	"Wallace County, KS"	"20199"	301	25146	1197.00946	1061.78029	1332.23864
	"Washington County, KS"	"20201"	1362	95806	1421.62286	1346.12200	1497.12373
	"Wichita County, KS"	"20203"	395	37285	1059.40727	954.93032	1163.88421
	"Wilson County, KS"	"20205"	2204	155231	1419.81949	1360.54288	1479.09611
	"Woodson County, KS"	"20207"	920	55296	1663.77315	1556.26131	1771.28498
	"Wyandotte County, KS"	"20209"	22922	2513580	911.92642	900.12077	923.73206
	"Adair County, KY"	"21001"	2891	291741	990.94745	954.82455	1027.07035
	"Allen County, KY"	"21003"	3198	307129	1041.25628	1005.16731	1077.34525
	"Anderson County, KY"	"21005"	2804	328303	854.08906	822.47573	885.70239
	"Ballard County, KY"	"21007"	1705	131935	1292.30303	1230.96098	1353.64507
	"Barren County, KY"	"21009"	7041	651534	1080.68036	1055.43764	1105.92308
	"Bath County, KY"	"21011"	2141	184613	1159.72331	1110.59836	1208.84826
	"Bell County, KY"	"21013"	5924	463740	1277.43994	1244.90957	1309.97032
	"Boone County, KY"	"21015"	10359	1724943	600.54158	588.97673	612.10644
	"Bourbon County, KY"	"21017"	3243	316503	1024.63484	989.36920	1059.90047
	"Boyd County, KY"	"21019"	9573	790402	1211.15584	1186.89354	1235.41815
	"Boyle County, KY"	"21021"	4900	450578	1087.49207	1057.04229	1117.94184
	"Bracken County, KY"	"21023"	1433	135037	1061.19064	1006.24586	1116.13541
	"Breathitt County, KY"	"21025"	2957	233505	1266.35404	1220.70984	1311.99823
	"Breckinridge County, KY"	"21027"	3427	312771	1095.68982	1059.00498	1132.37466
	"Bullitt County, KY"	"21029"	7002	1116545	627.11310	612.42415	641.80206
	"Butler County, KY"	"21031"	2187	205939	1061.96495	1017.45656	1106.47334
	"Caldwell County, KY"	"21033"	2716	206379	1316.02537	1266.53104	1365.51970
	"Calloway County, KY"	"21035"	5768	578134	997.69258	971.94477	1023.44038
	"Campbell County, KY"	"21037"	13368	1428443	935.84413	919.97963	951.70863
	"Carlisle County, KY"	"21039"	1087	82733	1313.86508	1235.75770	1391.97246
	"Carroll County, KY"	"21041"	1860	169181	1099.41424	1049.44980	1149.37867
	"Carter County, KY"	"21043"	4738	439328	1078.46529	1047.75636	1109.17422
	"Casey County, KY"	"21045"	2984	252947	1179.69377	1137.36595	1222.02159
	"Christian County, KY"	"21047"	9494	1167888	812.92042	796.56809	829.27274
	"Clark County, KY"	"21049"	5544	554048	1000.63532	974.29505	1026.97560
	"Clay County, KY"	"21051"	3853	363941	1058.68808	1025.25899	1092.11718
	"Clinton County, KY"	"21053"	1958	159965	1224.01775	1169.80051	1278.23500
	"Crittenden County, KY"	"21055"	1977	148414	1332.08457	1273.36478	1390.80437
	"Cumberland County, KY"	"21057"	1650	111809	1475.73093	1404.52416	1546.93770
	"Daviess County, KY"	"21059"	14952	1513231	988.08444	972.24643	1003.92244
	"Edmonson County, KY"	"21061"	1877	190995	982.74824	938.28857	1027.20791
	"Elliott County, KY"	"21063"	1161	115407	1006.00484	948.13663	1063.87304
	"Estill County, KY"	"21065"	2820	237545	1187.14349	1143.32729	1230.95969
	"Fayette County, KY"	"21067"	32502	4532394	717.10447	709.30826	724.90068
	"Fleming County, KY"	"21069"	2553	227935	1120.05616	1076.60809	1163.50422
	"Floyd County, KY"	"21071"	7905	646622	1222.50712	1195.55726	1249.45698
	"Franklin County, KY"	"21073"	7565	780788	968.89296	947.05926	990.72667
	"Fulton County, KY"	"21075"	1753	112915	1552.49524	1479.81851	1625.17197
	"Gallatin County, KY"	"21077"	1396	132363	1054.67540	999.34903	1110.00177
	"Garrard County, KY"	"21079"	2356	259733	907.08535	870.45707	943.71364
	"Grant County, KY"	"21081"	3189	383876	830.73701	801.90384	859.57018
	"Graves County, KY"	"21083"	7154	592969	1206.47116	1178.51365	1234.42868
	"Grayson County, KY"	"21085"	4510	402917	1119.33723	1086.66877	1152.00570
	"Green County, KY"	"21087"	2132	182075	1170.94604	1121.24112	1220.65096
	"Greenup County, KY"	"21089"	6756	588239	1148.51276	1121.12560	1175.89993
	"Hancock County, KY"	"21091"	1192	136400	873.90029	824.28908	923.51150
	"Hardin County, KY"	"21093"	12043	1594818	755.13319	741.64628	768.62009
	"Harlan County, KY"	"21095"	6740	485903	1387.10813	1353.99224	1420.22402
	"Harrison County, KY"	"21097"	3260	294897	1105.47072	1067.52223	1143.41922
	"Hart County, KY"	"21099"	3167	287791	1100.45137	1062.12454	1138.77820
	"Henderson County, KY"	"21101"	7407	731078	1013.16139	990.08788	1036.23489
	"Henry County, KY"	"21103"	2542	245385	1035.92314	995.65182	1076.19446
	"Hickman County, KY"	"21105"	1065	80137	1328.97413	1249.15669	1408.79157
	"Hopkins County, KY"	"21107"	9004	746877	1205.55326	1180.65180	1230.45471
	"Jackson County, KY"	"21109"	2390	215990	1106.53271	1062.16966	1150.89576
	"Jefferson County, KY"	"21111"	113289	11564044	979.66594	973.96114	985.37073
	"Jessamine County, KY"	"21113"	5526	720340	767.13774	746.91109	787.36439
	"Johnson County, KY"	"21115"	4374	373307	1171.68979	1136.96582	1206.41376
	"Kenton County, KY"	"21117"	21518	2504832	859.05961	847.58129	870.53793
	"Knott County, KY"	"21119"	2923	268926	1086.91610	1047.51234	1126.31987
	"Knox County, KY"	"21121"	5858	506450	1156.67884	1127.05822	1186.29947
	"Larue County, KY"	"21123"	2452	221587	1106.56311	1062.76332	1150.36290
	"Laurel County, KY"	"21125"	8520	909375	936.90722	917.01272	956.80171
	"Lawrence County, KY"	"21127"	2926	251988	1161.16640	1119.09245	1203.24036
	"Lee County, KY"	"21129"	1574	125197	1257.21862	1195.10820	1319.32905
	"Leslie County, KY"	"21131"	2281	186573	1222.57776	1172.40478	1272.75074
