,Notes,County,County Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Race,Race Code,Hispanic Origin,Hispanic Origin Code,Deaths,Population,Crude Rate,% of Total Deaths,year,pct_total_deaths,deaths,population,crude_100k,county_id,state,county_code,CTYNAME,pop_merge_ind
17,,"St. Louis County, MO",29189.0,25-34 years,25-34,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,11.0,14254.0,Unreliable,0.029%,2014,0.029,11.0,14254.0,77.1713203311,29189,MO,29189,St. Louis County,St. Louis County_2014
18,,"St. Louis County, MO",29189.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,30.0,40650.0,73.801,0.078%,2014,0.078,30.0,40650.0,73.8007380074,29189,MO,29189,St. Louis County,St. Louis County_2014
19,,"St. Louis County, MO",29189.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,27.0,37343.0,72.303,0.070%,2014,0.07,27.0,37343.0,72.3027073347,29189,MO,29189,St. Louis County,St. Louis County_2014
20,,"St. Louis County, MO",29189.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,18.0,51686.0,Unreliable,0.047%,2014,0.047,18.0,51686.0,34.8256781333,29189,MO,29189,St. Louis County,St. Louis County_2014
21,,"St. Louis County, MO",29189.0,45-54 years,45-54,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,13.0,12814.0,Unreliable,0.034%,2014,0.034,13.0,12814.0,101.451537381,29189,MO,29189,St. Louis County,St. Louis County_2014
22,,"St. Louis County, MO",29189.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,27.0,48455.0,55.722,0.070%,2014,0.07,27.0,48455.0,55.7218037354,29189,MO,29189,St. Louis County,St. Louis County_2014
23,,"St. Louis County, MO",29189.0,55-64 years,55-64,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,10.0,11173.0,Unreliable,0.026%,2014,0.026,10.0,11173.0,89.5014767744,29189,MO,29189,St. Louis County,St. Louis County_2014
24,,"St. Louis County, MO",29189.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,18.0,51251.0,Unreliable,0.047%,2014,0.047,18.0,51251.0,35.1212659265,29189,MO,29189,St. Louis County,St. Louis County_2014
25,,"St. Louis city, MO",29510.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,17144.0,Unreliable,0.026%,2014,0.026,10.0,17144.0,58.3294447037,29510,MO,29510,St. Louis city,St. Louis city_2014
26,,"St. Louis city, MO",29510.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,11.0,10417.0,Unreliable,0.029%,2014,0.029,11.0,10417.0,105.596620908,29510,MO,29510,St. Louis city,St. Louis city_2014
27,,"St. Louis city, MO",29510.0,45-54 years,45-54,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,14.0,9191.0,Unreliable,0.036%,2014,0.036,14.0,9191.0,152.3229246,29510,MO,29510,St. Louis city,St. Louis city_2014
28,,"St. Louis city, MO",29510.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,20.0,9803.0,204.019,0.052%,2014,0.052,20.0,9803.0,204.019177803,29510,MO,29510,St. Louis city,St. Louis city_2014
29,,"St. Louis city, MO",29510.0,55-64 years,55-64,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,18.0,8624.0,Unreliable,0.047%,2014,0.047,18.0,8624.0,208.719851577,29510,MO,29510,St. Louis city,St. Louis city_2014
30,,"St. Louis city, MO",29510.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,20.0,10057.0,198.866,0.052%,2014,0.052,20.0,10057.0,198.866461171,29510,MO,29510,St. Louis city,St. Louis city_2014
31,,"Douglas County, NE",31055.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,31126.0,Unreliable,0.026%,2014,0.026,10.0,31126.0,32.127481848,31055,NE,31055,Douglas County,Douglas County_2014
32,,"Douglas County, NE",31055.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,25.0,26539.0,94.201,0.065%,2014,0.065,25.0,26539.0,94.2009872263,31055,NE,31055,Douglas County,Douglas County_2014
33,,"Douglas County, NE",31055.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,18.0,25119.0,Unreliable,0.047%,2014,0.047,18.0,25119.0,71.6589036188,31055,NE,31055,Douglas County,Douglas County_2014
34,,"Lancaster County, NE",31109.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,15323.0,Unreliable,0.026%,2014,0.026,10.0,15323.0,65.261371794,31109,NE,31109,Lancaster County,Lancaster County_2014
35,,"Clark County, NV",32003.0,15-24 years,15-24,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,17.0,48136.0,Unreliable,0.044%,2014,0.044,17.0,48136.0,35.3166029583,32003,NV,32003,Clark County,Clark County_2014
36,,"Clark County, NV",32003.0,25-34 years,25-34,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,18.0,63059.0,Unreliable,0.047%,2014,0.047,18.0,63059.0,28.5446962369,32003,NV,32003,Clark County,Clark County_2014
37,,"Clark County, NV",32003.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,35.0,66360.0,52.743,0.091%,2014,0.091,35.0,66360.0,52.7426160338,32003,NV,32003,Clark County,Clark County_2014
38,,"Clark County, NV",32003.0,35-44 years,35-44,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,31.0,60815.0,50.974,0.081%,2014,0.081,31.0,60815.0,50.9742662172,32003,NV,32003,Clark County,Clark County_2014
39,,"Clark County, NV",32003.0,35-44 years,35-44,Male,M,White,2106-3,Hispanic or Latino,2135-2,14.0,44308.0,Unreliable,0.036%,2014,0.036,14.0,44308.0,31.5970027986,32003,NV,32003,Clark County,Clark County_2014
40,,"Clark County, NV",32003.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,43.0,67375.0,63.822,0.112%,2014,0.112,43.0,67375.0,63.8218923933,32003,NV,32003,Clark County,Clark County_2014
41,,"Clark County, NV",32003.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,67.0,67269.0,99.600,0.174%,2014,0.174,67.0,67269.0,99.6001129792,32003,NV,32003,Clark County,Clark County_2014
42,,"Clark County, NV",32003.0,45-54 years,45-54,Male,M,White,2106-3,Hispanic or Latino,2135-2,15.0,34270.0,Unreliable,0.039%,2014,0.039,15.0,34270.0,43.7700612781,32003,NV,32003,Clark County,Clark County_2014
43,,"Clark County, NV",32003.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,76.0,74833.0,101.559,0.198%,2014,0.198,76.0,74833.0,101.559472425,32003,NV,32003,Clark County,Clark County_2014
44,,"Clark County, NV",32003.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,46.0,71706.0,64.151,0.120%,2014,0.12,46.0,71706.0,64.1508381446,32003,NV,32003,Clark County,Clark County_2014
45,,"Clark County, NV",32003.0,55-64 years,55-64,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,10.0,11221.0,Unreliable,0.026%,2014,0.026,10.0,11221.0,89.1186168791,32003,NV,32003,Clark County,Clark County_2014
46,,"Clark County, NV",32003.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,68.0,72521.0,93.766,0.177%,2014,0.177,68.0,72521.0,93.7659436577,32003,NV,32003,Clark County,Clark County_2014
47,,"Clark County, NV",32003.0,65-74 years,65-74,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,25.0,58419.0,42.794,0.065%,2014,0.065,25.0,58419.0,42.7942963762,32003,NV,32003,Clark County,Clark County_2014
48,,"Clark County, NV",32003.0,65-74 years,65-74,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,35.0,57975.0,60.371,0.091%,2014,0.091,35.0,57975.0,60.3708495041,32003,NV,32003,Clark County,Clark County_2014
49,,"Washoe County, NV",32031.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,11.0,20191.0,Unreliable,0.029%,2014,0.029,11.0,20191.0,54.4797186865,32031,NV,32031,Washoe County,Washoe County_2014
50,,"Washoe County, NV",32031.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,14.0,20603.0,Unreliable,0.036%,2014,0.036,14.0,20603.0,67.9512692326,32031,NV,32031,Washoe County,Washoe County_2014
51,,"Washoe County, NV",32031.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,25.0,21021.0,118.929,0.065%,2014,0.065,25.0,21021.0,118.928690357,32031,NV,32031,Washoe County,Washoe County_2014
52,,"Washoe County, NV",32031.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,19.0,22973.0,Unreliable,0.049%,2014,0.049,19.0,22973.0,82.705785052,32031,NV,32031,Washoe County,Washoe County_2014
53,,"Washoe County, NV",32031.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,26.0,22847.0,113.800,0.068%,2014,0.068,26.0,22847.0,113.800498971,32031,NV,32031,Washoe County,Washoe County_2014
54,,"Hillsborough County, NH",33011.0,25-34 years,25-34,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,10.0,21449.0,Unreliable,0.026%,2014,0.026,10.0,21449.0,46.6222201501,33011,NH,33011,Hillsborough County,Hillsborough County_2014
55,,"Hillsborough County, NH",33011.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,30.0,21902.0,136.974,0.078%,2014,0.078,30.0,21902.0,136.973792348,33011,NH,33011,Hillsborough County,Hillsborough County_2014
56,,"Hillsborough County, NH",33011.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,15.0,21610.0,Unreliable,0.039%,2014,0.039,15.0,21610.0,69.4123091161,33011,NH,33011,Hillsborough County,Hillsborough County_2014
57,,"Hillsborough County, NH",33011.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,16.0,29830.0,Unreliable,0.042%,2014,0.042,16.0,29830.0,53.6372779081,33011,NH,33011,Hillsborough County,Hillsborough County_2014
58,,"Hillsborough County, NH",33011.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,30.0,29462.0,101.826,0.078%,2014,0.078,30.0,29462.0,101.826081054,33011,NH,33011,Hillsborough County,Hillsborough County_2014
59,,"Hillsborough County, NH",33011.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,21.0,26026.0,80.689,0.055%,2014,0.055,21.0,26026.0,80.688542227,33011,NH,33011,Hillsborough County,Hillsborough County_2014
60,,"Merrimack County, NH",33013.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,13.0,7877.0,Unreliable,0.034%,2014,0.034,13.0,7877.0,165.037450806,33013,NH,33013,Merrimack County,Merrimack County_2014
61,,"Rockingham County, NH",33015.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,15479.0,Unreliable,0.031%,2014,0.031,12.0,15479.0,77.5243878804,33015,NH,33015,Rockingham County,Rockingham County_2014
62,,"Rockingham County, NH",33015.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,15.0,16794.0,Unreliable,0.039%,2014,0.039,15.0,16794.0,89.3176134334,33015,NH,33015,Rockingham County,Rockingham County_2014
63,,"Rockingham County, NH",33015.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,19.0,24698.0,Unreliable,0.049%,2014,0.049,19.0,24698.0,76.9293060167,33015,NH,33015,Rockingham County,Rockingham County_2014
64,,"Rockingham County, NH",33015.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,11.0,22549.0,Unreliable,0.029%,2014,0.029,11.0,22549.0,48.7826511153,33015,NH,33015,Rockingham County,Rockingham County_2014
65,,"Rockingham County, NH",33015.0,65-74 years,65-74,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,13008.0,Unreliable,0.026%,2014,0.026,10.0,13008.0,76.8757687577,33015,NH,33015,Rockingham County,Rockingham County_2014
66,,"Strafford County, NH",33017.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,19.0,8189.0,Unreliable,0.049%,2014,0.049,19.0,8189.0,232.018561485,33017,NH,33017,Strafford County,Strafford County_2014
67,,"Atlantic County, NJ",34001.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,13.0,12088.0,Unreliable,0.034%,2014,0.034,13.0,12088.0,107.544672402,34001,NJ,34001,Atlantic County,Atlantic County_2014
68,,"Atlantic County, NJ",34001.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,11.0,12703.0,Unreliable,0.029%,2014,0.029,11.0,12703.0,86.5937180194,34001,NJ,34001,Atlantic County,Atlantic County_2014
69,,"Bergen County, NJ",34003.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,13.0,26776.0,Unreliable,0.034%,2014,0.034,13.0,26776.0,48.5509411413,34003,NJ,34003,Bergen County,Bergen County_2014
70,,"Bergen County, NJ",34003.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,14.0,43487.0,Unreliable,0.036%,2014,0.036,14.0,43487.0,32.1935291007,34003,NJ,34003,Bergen County,Bergen County_2014
71,,"Bergen County, NJ",34003.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,10.0,43915.0,Unreliable,0.026%,2014,0.026,10.0,43915.0,22.7712626665,34003,NJ,34003,Bergen County,Bergen County_2014
72,,"Bergen County, NJ",34003.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,20.0,41852.0,47.787,0.052%,2014,0.052,20.0,41852.0,47.7874414604,34003,NJ,34003,Bergen County,Bergen County_2014
73,,"Burlington County, NJ",34005.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,16.0,17946.0,Unreliable,0.042%,2014,0.042,16.0,17946.0,89.1563579628,34005,NJ,34005,Burlington County,Burlington County_2014
74,,"Burlington County, NJ",34005.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,13.0,26649.0,Unreliable,0.034%,2014,0.034,13.0,26649.0,48.7823182859,34005,NJ,34005,Burlington County,Burlington County_2014
75,,"Burlington County, NJ",34005.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,25243.0,Unreliable,0.026%,2014,0.026,10.0,25243.0,39.6149427564,34005,NJ,34005,Burlington County,Burlington County_2014
76,,"Camden County, NJ",34007.0,15-24 years,15-24,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,17126.0,Unreliable,0.031%,2014,0.031,12.0,17126.0,70.0689010861,34007,NJ,34007,Camden County,Camden County_2014
77,,"Camden County, NJ",34007.0,25-34 years,25-34,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,10.0,18917.0,Unreliable,0.026%,2014,0.026,10.0,18917.0,52.8625046255,34007,NJ,34007,Camden County,Camden County_2014
78,,"Camden County, NJ",34007.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,21.0,19155.0,109.632,0.055%,2014,0.055,21.0,19155.0,109.631949883,34007,NJ,34007,Camden County,Camden County_2014
79,,"Camden County, NJ",34007.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,18044.0,Unreliable,0.031%,2014,0.031,12.0,18044.0,66.5041010862,34007,NJ,34007,Camden County,Camden County_2014
80,,"Camden County, NJ",34007.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,10.0,23905.0,Unreliable,0.026%,2014,0.026,10.0,23905.0,41.8322526668,34007,NJ,34007,Camden County,Camden County_2014
81,,"Camden County, NJ",34007.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,18.0,22769.0,Unreliable,0.047%,2014,0.047,18.0,22769.0,79.0548552857,34007,NJ,34007,Camden County,Camden County_2014
82,,"Essex County, NJ",34013.0,45-54 years,45-54,Female,F,Black or African American,2054-5,Not Hispanic or Latino,2186-2,17.0,24653.0,Unreliable,0.044%,2014,0.044,17.0,24653.0,68.9571248935,34013,NJ,34013,Essex County,Essex County_2014
83,,"Essex County, NJ",34013.0,45-54 years,45-54,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,19.0,20491.0,Unreliable,0.049%,2014,0.049,19.0,20491.0,92.7236347665,34013,NJ,34013,Essex County,Essex County_2014
84,,"Essex County, NJ",34013.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,11.0,20739.0,Unreliable,0.029%,2014,0.029,11.0,20739.0,53.0401658711,34013,NJ,34013,Essex County,Essex County_2014
85,,"Essex County, NJ",34013.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,18895.0,Unreliable,0.026%,2014,0.026,10.0,18895.0,52.9240539825,34013,NJ,34013,Essex County,Essex County_2014
86,,"Gloucester County, NJ",34015.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,17.0,13922.0,Unreliable,0.044%,2014,0.044,17.0,13922.0,122.108892401,34015,NJ,34015,Gloucester County,Gloucester County_2014
87,,"Gloucester County, NJ",34015.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,15.0,14125.0,Unreliable,0.039%,2014,0.039,15.0,14125.0,106.194690265,34015,NJ,34015,Gloucester County,Gloucester County_2014
88,,"Hudson County, NJ",34017.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,21.0,13813.0,152.031,0.055%,2014,0.055,21.0,13813.0,152.030695721,34017,NJ,34017,Hudson County,Hudson County_2014
89,,"Hudson County, NJ",34017.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,12247.0,Unreliable,0.026%,2014,0.026,10.0,12247.0,81.6526496285,34017,NJ,34017,Hudson County,Hudson County_2014
90,,"Mercer County, NJ",34021.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,16.0,14807.0,Unreliable,0.042%,2014,0.042,16.0,14807.0,108.057000068,34021,NJ,34021,Mercer County,Mercer County_2014
91,,"Middlesex County, NJ",34023.0,15-24 years,15-24,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,13.0,24801.0,Unreliable,0.034%,2014,0.034,13.0,24801.0,52.4172412403,34023,NJ,34023,Middlesex County,Middlesex County_2014
92,,"Middlesex County, NJ",34023.0,25-34 years,25-34,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,11.0,21815.0,Unreliable,0.029%,2014,0.029,11.0,21815.0,50.4240201696,34023,NJ,34023,Middlesex County,Middlesex County_2014
93,,"Middlesex County, NJ",34023.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,24.0,23768.0,100.976,0.062%,2014,0.062,24.0,23768.0,100.976102322,34023,NJ,34023,Middlesex County,Middlesex County_2014
94,,"Middlesex County, NJ",34023.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,20770.0,Unreliable,0.026%,2014,0.026,10.0,20770.0,48.1463649494,34023,NJ,34023,Middlesex County,Middlesex County_2014
95,,"Middlesex County, NJ",34023.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,12.0,30040.0,Unreliable,0.031%,2014,0.031,12.0,30040.0,39.9467376831,34023,NJ,34023,Middlesex County,Middlesex County_2014
96,,"Middlesex County, NJ",34023.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,26.0,29394.0,88.453,0.068%,2014,0.068,26.0,29394.0,88.4534258692,34023,NJ,34023,Middlesex County,Middlesex County_2014
97,,"Middlesex County, NJ",34023.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,11.0,31735.0,Unreliable,0.029%,2014,0.029,11.0,31735.0,34.6620450607,34023,NJ,34023,Middlesex County,Middlesex County_2014
98,,"Middlesex County, NJ",34023.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,16.0,30624.0,Unreliable,0.042%,2014,0.042,16.0,30624.0,52.2466039707,34023,NJ,34023,Middlesex County,Middlesex County_2014
99,,"Monmouth County, NJ",34025.0,15-24 years,15-24,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,18.0,29945.0,Unreliable,0.047%,2014,0.047,18.0,29945.0,60.1102020371,34025,NJ,34025,Monmouth County,Monmouth County_2014
100,,"Monmouth County, NJ",34025.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,26.0,23234.0,111.905,0.068%,2014,0.068,26.0,23234.0,111.904966859,34025,NJ,34025,Monmouth County,Monmouth County_2014
101,,"Monmouth County, NJ",34025.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,14.0,26522.0,Unreliable,0.036%,2014,0.036,14.0,26522.0,52.7863660357,34025,NJ,34025,Monmouth County,Monmouth County_2014
102,,"Monmouth County, NJ",34025.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,10.0,42682.0,Unreliable,0.026%,2014,0.026,10.0,42682.0,23.4290801743,34025,NJ,34025,Monmouth County,Monmouth County_2014
103,,"Monmouth County, NJ",34025.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,23.0,40273.0,57.110,0.060%,2014,0.06,23.0,40273.0,57.1102227299,34025,NJ,34025,Monmouth County,Monmouth County_2014
104,,"Monmouth County, NJ",34025.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,15.0,37251.0,Unreliable,0.039%,2014,0.039,15.0,37251.0,40.2673753725,34025,NJ,34025,Monmouth County,Monmouth County_2014
105,,"Morris County, NJ",34027.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,19.0,17272.0,Unreliable,0.049%,2014,0.049,19.0,17272.0,110.004631774,34027,NJ,34027,Morris County,Morris County_2014
106,,"Morris County, NJ",34027.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,20173.0,Unreliable,0.026%,2014,0.026,10.0,20173.0,49.5712090418,34027,NJ,34027,Morris County,Morris County_2014
107,,"Morris County, NJ",34027.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,27299.0,Unreliable,0.026%,2014,0.026,10.0,27299.0,36.6313784388,34027,NJ,34027,Morris County,Morris County_2014
108,,"Ocean County, NJ",34029.0,15-24 years,15-24,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,11.0,27234.0,Unreliable,0.029%,2014,0.029,11.0,27234.0,40.3906881105,34029,NJ,34029,Ocean County,Ocean County_2014
109,,"Ocean County, NJ",34029.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,21.0,25700.0,81.712,0.055%,2014,0.055,21.0,25700.0,81.7120622568,34029,NJ,34029,Ocean County,Ocean County_2014
110,,"Ocean County, NJ",34029.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,26.0,24796.0,104.856,0.068%,2014,0.068,26.0,24796.0,104.855621874,34029,NJ,34029,Ocean County,Ocean County_2014
111,,"Ocean County, NJ",34029.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,23.0,33481.0,68.696,0.060%,2014,0.06,23.0,33481.0,68.6956781458,34029,NJ,34029,Ocean County,Ocean County_2014
112,,"Ocean County, NJ",34029.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,26.0,31954.0,81.367,0.068%,2014,0.068,26.0,31954.0,81.3669650122,34029,NJ,34029,Ocean County,Ocean County_2014
113,,"Ocean County, NJ",34029.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,19.0,31772.0,Unreliable,0.049%,2014,0.049,19.0,31772.0,59.8010827143,34029,NJ,34029,Ocean County,Ocean County_2014
114,,"Passaic County, NJ",34031.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,12337.0,Unreliable,0.031%,2014,0.031,12.0,12337.0,97.2683796709,34031,NJ,34031,Passaic County,Passaic County_2014
115,,"Passaic County, NJ",34031.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,16.0,16855.0,Unreliable,0.042%,2014,0.042,16.0,16855.0,94.9273212697,34031,NJ,34031,Passaic County,Passaic County_2014
116,,"Union County, NJ",34039.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,11981.0,Unreliable,0.031%,2014,0.031,12.0,11981.0,100.158584425,34039,NJ,34039,Union County,Union County_2014
117,,"Union County, NJ",34039.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,11.0,19098.0,Unreliable,0.029%,2014,0.029,11.0,19098.0,57.5976542046,34039,NJ,34039,Union County,Union County_2014
118,,"Bernalillo County, NM",35001.0,25-34 years,25-34,Female,F,White,2106-3,Hispanic or Latino,2135-2,17.0,24046.0,Unreliable,0.044%,2014,0.044,17.0,24046.0,70.6978291608,35001,NM,35001,Bernalillo County,Bernalillo County_2014
119,,"Bernalillo County, NM",35001.0,25-34 years,25-34,Male,M,White,2106-3,Hispanic or Latino,2135-2,17.0,24073.0,Unreliable,0.044%,2014,0.044,17.0,24073.0,70.6185352885,35001,NM,35001,Bernalillo County,Bernalillo County_2014
120,,"Bernalillo County, NM",35001.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,14.0,19425.0,Unreliable,0.036%,2014,0.036,14.0,19425.0,72.0720720721,35001,NM,35001,Bernalillo County,Bernalillo County_2014
121,,"Bernalillo County, NM",35001.0,35-44 years,35-44,Male,M,White,2106-3,Hispanic or Latino,2135-2,28.0,19595.0,142.894,0.073%,2014,0.073,28.0,19595.0,142.893595305,35001,NM,35001,Bernalillo County,Bernalillo County_2014
122,,"Bernalillo County, NM",35001.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,16121.0,Unreliable,0.031%,2014,0.031,12.0,16121.0,74.4370696607,35001,NM,35001,Bernalillo County,Bernalillo County_2014
123,,"Bernalillo County, NM",35001.0,45-54 years,45-54,Female,F,White,2106-3,Hispanic or Latino,2135-2,16.0,19311.0,Unreliable,0.042%,2014,0.042,16.0,19311.0,82.854331728,35001,NM,35001,Bernalillo County,Bernalillo County_2014
124,,"Bernalillo County, NM",35001.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,10.0,20048.0,Unreliable,0.026%,2014,0.026,10.0,20048.0,49.8802873105,35001,NM,35001,Bernalillo County,Bernalillo County_2014
125,,"Bernalillo County, NM",35001.0,45-54 years,45-54,Male,M,White,2106-3,Hispanic or Latino,2135-2,40.0,18101.0,220.982,0.104%,2014,0.104,40.0,18101.0,220.982266173,35001,NM,35001,Bernalillo County,Bernalillo County_2014
126,,"Bernalillo County, NM",35001.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,22.0,19729.0,111.511,0.057%,2014,0.057,22.0,19729.0,111.510973694,35001,NM,35001,Bernalillo County,Bernalillo County_2014
